"Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"ark:/21198/z1rk0441","","","Collection","","","","","The Palestinian Democratic Union (FIDA) Collection","","","","","","","","","","","","","","","","","","","The Palestinian Museum Digital Archive","info@palarchive.org","","","","","","","","","","","","","https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz1rk0441"
"ark:/13030/m5b06hwm","ark:/21198/z1rk0441","","Work","39.0","0039.01.0001|~|25788|~|38782_ca_object_representations_media_19843_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","لقاء نسوي مع عضوات بلدية البيرة وعبوين","Feminist meeting with the members of Al-Bireh and Abwein Municipality","A colour photo taken during the feminist meeting with the members of Al-Bireh and Abwein Municipality; held by the Association of Women’s Action for Training and Rehabilitation (AOWA) in 1999|~|صورة ملونة من اللقاء النسوي الذي عقده اتحاد العمل النسائي الفلسطيني مع عضوات المجالس البلدية لمدينة البيرة وقرية عبوين قضاء رام الله عام 1999.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1999; Date created","1999","","[31.912563,35.221717]","","اليوم  لقاء نسوي مع عضوات مجالس بلدية (البيره + عبوين) الاخوات المرحومه عفاف عقل + فاطمة سحويل في قاعة بلدية البيرة 1999|~|Today Feminist meeting with the members of Al-Bireh and Abwein Municipality The late; Afaf Aqel + Fatima Sahweil In Al-Bireh Municipality Hall in 1999","image/jpeg","3854","5367","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/8/60453_ca_object_representations_media_19843_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/8/38782_ca_object_representations_media_19843_original.jpg","https://palarchive.org/index.php/Detail/objects/25788/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:54:58","9 March 2021 at 19:25:33","A colour photo taken during the feminist meeting with the members of Al-Bireh and Abwein Municipality; held by the Association of Women’s Action for Training and Rehabilitation (AOWA) in 1999","صورة ملونة من اللقاء النسوي الذي عقده اتحاد العمل النسائي الفلسطيني مع عضوات المجالس البلدية لمدينة البيرة وقرية عبوين قضاء رام الله عام 1999.","color photographs","اليوم  لقاء نسوي مع عضوات مجالس بلدية (البيره + عبوين) الاخوات المرحومه عفاف عقل + فاطمة سحويل في قاعة بلدية البيرة 1999","Today Feminist meeting with the members of Al-Bireh and Abwein Municipality The late; Afaf Aqel + Fatima Sahweil In Al-Bireh Municipality Hall in 1999","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5b06hwm/manifest"
"ark:/13030/m5fg15cm","ark:/21198/z1rk0441","","Work","39.0","0039.01.0094|~|25881|~|75496_ca_object_representations_media_19937_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3880","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/96808_ca_object_representations_media_19937_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/75496_ca_object_representations_media_19937_original.jpg","https://palarchive.org/index.php/Detail/objects/25881/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:13","10 March 2021 at 10:32:50","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fg15cm/manifest"
"ark:/13030/m5bh021x","ark:/21198/z1rk0441","","Work","39.0","0039.01.0095|~|25882|~|95926_ca_object_representations_media_19938_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3880","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/43676_ca_object_representations_media_19938_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/95926_ca_object_representations_media_19938_original.jpg","https://palarchive.org/index.php/Detail/objects/25882/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:13","10 March 2021 at 10:32:50","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bh021x/manifest"
"ark:/13030/m56q9986","ark:/21198/z1rk0441","","Work","39.0","0039.01.0096|~|25883|~|2824_ca_object_representations_media_19939_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","","image/jpeg","3854","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/4813_ca_object_representations_media_19939_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/2824_ca_object_representations_media_19939_original.jpg","https://palarchive.org/index.php/Detail/objects/25883/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:13","10 March 2021 at 10:32:50","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56q9986/manifest"
"ark:/13030/m59q0dnw","ark:/21198/z1rk0441","","Work","39.0","0039.01.0097|~|25884|~|31390_ca_object_representations_media_19940_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3849","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/44136_ca_object_representations_media_19940_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/31390_ca_object_representations_media_19940_original.jpg","https://palarchive.org/index.php/Detail/objects/25884/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:14","10 March 2021 at 10:32:50","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59q0dnw/manifest"
"ark:/13030/m55x9nw5","ark:/21198/z1rk0441","","Work","39.0","0039.01.0098|~|25885|~|56353_ca_object_representations_media_19941_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3880","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/51329_ca_object_representations_media_19941_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/56353_ca_object_representations_media_19941_original.jpg","https://palarchive.org/index.php/Detail/objects/25885/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:14","10 March 2021 at 10:32:50","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55x9nw5/manifest"
"ark:/13030/m52z8jjg","ark:/21198/z1rk0441","","Work","39.0","0039.01.0099|~|25886|~|83035_ca_object_representations_media_19942_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3870","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/85598_ca_object_representations_media_19942_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/83035_ca_object_representations_media_19942_original.jpg","https://palarchive.org/index.php/Detail/objects/25886/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:14","10 March 2021 at 10:32:50","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52z8jjg/manifest"
"ark:/13030/m5xd8dnd","ark:/21198/z1rk0441","","Work","39.0","0039.01.0100|~|25887|~|58986_ca_object_representations_media_19943_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","5346","3880","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/8451_ca_object_representations_media_19943_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/58986_ca_object_representations_media_19943_original.jpg","https://palarchive.org/index.php/Detail/objects/25887/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:14","10 March 2021 at 10:32:50","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xd8dnd/manifest"
"ark:/13030/m5z6822w","ark:/21198/z1rk0441","","Work","39.0","0039.01.0101|~|25888|~|75589_ca_object_representations_media_19944_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3880","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/28440_ca_object_representations_media_19944_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/75589_ca_object_representations_media_19944_original.jpg","https://palarchive.org/index.php/Detail/objects/25888/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:14","10 March 2021 at 10:32:49","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5z6822w/manifest"
"ark:/13030/m5sr6c9z","ark:/21198/z1rk0441","","Work","39.0","0039.01.0102|~|25889|~|52799_ca_object_representations_media_19945_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3880","5346","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/35672_ca_object_representations_media_19945_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/52799_ca_object_representations_media_19945_original.jpg","https://palarchive.org/index.php/Detail/objects/25889/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:15","10 March 2021 at 10:32:49","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sr6c9z/manifest"
"ark:/13030/m5tf79b5","ark:/21198/z1rk0441","","Work","39.0","0039.01.0103|~|25890|~|22139_ca_object_representations_media_19946_original.jpg","The Palestinian Democratic Union (FIDA) Collection","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album","صورة من حفل تخريج لدورة تدريبية، كانون الثاني 1996","A Photograph of a Training Graduation Ceremony, January 1996","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.|~|صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","Siham Barghouti (Chairwoman of the Palestinian Democratic Union – FIDA), interview with PMDA researcher Lama Ghosheh, January – September 2020, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","8 January 1996; Date created","1996-01-08","","[31.952162,35.233154]","Social History|~|Women","اتحاد العمل النسائي الفلسطيني|~|The Palestinian Federation of Women's Action Committees","image/jpeg","3859","5335","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/68937_ca_object_representations_media_19946_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/9/9/22139_ca_object_representations_media_19946_original.jpg","https://palarchive.org/index.php/Detail/objects/25890/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","No","Palestinian Democratic Union (FIDA) Sub-collection 1: From Siham Barghouti's Photo Album | The Palestinian Democratic Union (FIDA) Collection","2 September 2018 at 10:55:15","10 March 2021 at 10:32:49","A colour photograph, taken in 1996, captures a glimpse of ceremony graduation of a leadership and management training for women's institutions. Held by the Palestinian Federation of Women's Action Committees, the course featured the presence of Samir Ghaushe, minister of labour, and Siham Barguthy.","صورة ملونة، التقطت عام 1996، من حفل تخريج دورة برنامج تدريبي في المهارات القيادية والإدارية للمؤسسات النسوية، التي عقدها اتحاد العمل النسائي الفلسطيني، بحضور سمير غوشة، وزير العمل آنذاك، وسهام البرغوثي.","color photographs","اتحاد العمل النسائي الفلسطيني","The Palestinian Federation of Women's Action Committees","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tf79b5/manifest"
