Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1q5887m,,,Collection,,,,,The Rima Nasir Tarazi Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m55r2k8w,ark:/21198/z1q5887m,,Work,146.0,0146.01.0165|~|166716|~|29776_ca_object_representations_media_120041_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر مع إخوتها وزميلتهم، 1946,"Rima Nasir with Her Siblings and Their Classmate, 1946","Taken at Birzeit College in 1946, this photograph shows Rima Nasir with her siblings Samia and Hanna Nasir, in addition to their classmate Samiha al-Hajj Ibrahim.|~|ريما ناصر مع إخوتها سامية وحنا ناصر، برفقة زميلتهم سميحة الحاج إبراهيم، وذلك في كلية بيرزيت عام 1946.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,خارجي، باب، منزل، رام الله، بيرزيت، افراد، عائلة ناصر، ثلاث فتيات، فساتين، طفل,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/31642_ca_object_representations_media_120041_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/29776_ca_object_representations_media_120041_original.jpg,https://palarchive.org/index.php/Detail/objects/166716/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:50,24 November 2022 at 9:25:29,"Taken at Birzeit College in 1946, this photograph shows Rima Nasir with her siblings Samia and Hanna Nasir, in addition to their classmate Samiha al-Hajj Ibrahim.",ريما ناصر مع إخوتها سامية وحنا ناصر، برفقة زميلتهم سميحة الحاج إبراهيم، وذلك في كلية بيرزيت عام 1946.,black-and-white photographs,,,
ark:/13030/m5zw993h,ark:/21198/z1q5887m,,Work,146.0,0146.01.0166|~|166717|~|58521_ca_object_representations_media_120042_original.jpg,The Rima Nasir Tarazi Collection,,طالبات كلية بيرزيت في ساحة الملعب، 1945,"Birzeit College Students in the Court, 1945","Taken in the court of Birzeit College in 1945, this photograph shows, from the right of the front row, Rima Nasir, Mary Atallah, Samira Ghandour and Rose Rizq, while in the second row are Loris Baramki, Laila Shuqeir, Samiha al-Hajj Ibrahim, Diana Nasir, Yousra Bsharat, Ellen Hanna and Ayda Khoury.|~|صورة التُقطت في ساحة ملعب كلية بيرزيت عام 1945، وتظهر فيها من يمين الصف الأول ريما ناصر وماري عطالله وسميرة غندور وروز رزق، وفي الصف الثاني تقف كل من لوريس برامكي وليلى شقير وسميحة الحاج إبراهيم وديانا ناصر ويسرى بشارات والن حنا وعايدة خوري.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خارجي، ملعب، كلية بيرزيت، مجموعة، فتيات، صديقات، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/84097_ca_object_representations_media_120042_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/58521_ca_object_representations_media_120042_original.jpg,https://palarchive.org/index.php/Detail/objects/166717/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:50,24 November 2022 at 9:25:29,"Taken in the court of Birzeit College in 1945, this photograph shows, from the right of the front row, Rima Nasir, Mary Atallah, Samira Ghandour and Rose Rizq, while in the second row are Loris Baramki, Laila Shuqeir, Samiha al-Hajj Ibrahim, Diana Nasir, Yousra Bsharat, Ellen Hanna and Ayda Khoury.",صورة التُقطت في ساحة ملعب كلية بيرزيت عام 1945، وتظهر فيها من يمين الصف الأول ريما ناصر وماري عطالله وسميرة غندور وروز رزق، وفي الصف الثاني تقف كل من لوريس برامكي وليلى شقير وسميحة الحاج إبراهيم وديانا ناصر ويسرى بشارات والن حنا وعايدة خوري.,black-and-white photographs,,,
ark:/13030/m5np9tk4,ark:/21198/z1q5887m,,Work,146.0,0146.01.0167|~|166718|~|24698_ca_object_representations_media_120044_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر مع إخوتها، 1944-1945,"Rima Nasir and Her Siblings, 1944-1945","Taken during the mid-1940s behind a school building in Birzeit, this photograph shows Rima Nasir with her siblings, Hanna and Samia Nasir.|~|صورة لريما ناصر مع إخوتها حنا وسامية ناصر، التُقطت أواسط أربعينيات القرن العشرين خلف مبنى مدرسة في بيرزيت.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1944; Date created,1944,خارجي، مبنى مدرسة، شجرة، ثلاثة اخوة، عائلة ناصر، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/48785_ca_object_representations_media_120044_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/24698_ca_object_representations_media_120044_original.jpg,https://palarchive.org/index.php/Detail/objects/166718/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:29,"Taken during the mid-1940s behind a school building in Birzeit, this photograph shows Rima Nasir with her siblings, Hanna and Samia Nasir.",صورة لريما ناصر مع إخوتها حنا وسامية ناصر، التُقطت أواسط أربعينيات القرن العشرين خلف مبنى مدرسة في بيرزيت.,black-and-white photographs,,,
ark:/13030/m506555n,ark:/21198/z1q5887m,,Work,146.0,0146.01.0168|~|166719|~|9936_ca_object_representations_media_120045_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر وزميلاتها في ملعب كلية بيرزيت، 1945,"Rima Nasir and Her Classmates on the Field of Birzeit College, 1945","Taken on the Field of Birzeit College in 1945, this photograph shows, from the right, Rima and Diana Nasir, and Samiha al-Hajj Ibrahim.|~|صورة التُقطت في ساحة ملعب كلية بيرزيت عام 1945، ويظهر فيها من اليمين ريما وديانا ناصر وسميحة الحاج إبراهيم.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خارجي، ملعب، كلية بيرزيت، مجموعة، فتيات، صديقات، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/2832_ca_object_representations_media_120045_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/9936_ca_object_representations_media_120045_original.jpg,https://palarchive.org/index.php/Detail/objects/166719/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:29,"Taken on the Field of Birzeit College in 1945, this photograph shows, from the right, Rima and Diana Nasir, and Samiha al-Hajj Ibrahim.",صورة التُقطت في ساحة ملعب كلية بيرزيت عام 1945، ويظهر فيها من اليمين ريما وديانا ناصر وسميحة الحاج إبراهيم.,black-and-white photographs,,,
ark:/13030/m5kx3579,ark:/21198/z1q5887m,,Work,146.0,0146.01.0169|~|166720|~|85741_ca_object_representations_media_120046_original.jpg,The Rima Nasir Tarazi Collection,,سيمرة غندور مع الطفلة هالة جوزي، 1946,"Samira Ghandour with Baby Hala Josie, 1946","Taken in Nirzeit in 1946, this photograph shows Samira Ghandour holding baby Hala Josie.|~|صورة لسميرة غندور وهي تحتضن بين يديها الطفلة هالة جوزي في بيرزيت عام 1946.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,خارجي، طبيعة، اشجار، جدار، طفل، فتاة، ظلال، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/69568_ca_object_representations_media_120046_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/85741_ca_object_representations_media_120046_original.jpg,https://palarchive.org/index.php/Detail/objects/166720/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:29,"Taken in Nirzeit in 1946, this photograph shows Samira Ghandour holding baby Hala Josie.",صورة لسميرة غندور وهي تحتضن بين يديها الطفلة هالة جوزي في بيرزيت عام 1946.,black-and-white photographs,,,
ark:/13030/m5bd1nq8,ark:/21198/z1q5887m,,Work,146.0,0146.01.0170|~|166721|~|73282_ca_object_representations_media_120047_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر وزميلاتها في كلية بيرزيت، 1945,"Rima Nasir and Her Birzeit College Classmate, 1945","Taken behind the Birzeit College building in 1945, this photograph shows Rima Nasir, Yousra Bsharat, Ayda Khoury and Mary Atallah.|~|صورة التُقطت خلف مبنى كلية بيرزيت عام 1945، وتظهر فيها ريما ناصر ويسرى بشارات وعايدة خوري وماري عطالله.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خارجي، طبيعة، شجرة، حجارة، فتيات، صديقات، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/48214_ca_object_representations_media_120047_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/73282_ca_object_representations_media_120047_original.jpg,https://palarchive.org/index.php/Detail/objects/166721/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:29,"Taken behind the Birzeit College building in 1945, this photograph shows Rima Nasir, Yousra Bsharat, Ayda Khoury and Mary Atallah.",صورة التُقطت خلف مبنى كلية بيرزيت عام 1945، وتظهر فيها ريما ناصر ويسرى بشارات وعايدة خوري وماري عطالله.,black-and-white photographs,,,
ark:/13030/m5qc7sq8,ark:/21198/z1q5887m,,Work,146.0,0146.01.0171|~|166722|~|18235_ca_object_representations_media_120049_original.jpg,The Rima Nasir Tarazi Collection,,أخوة ريما ناصر مع ابن عمتهم شفيق ناصر، 1945,"Rima Nasir's Siblings with Their Cousin Shafiq Nasir, 1945","Taken behind the Birzeit College building in 1945, this photograph shows Samia, Shafiq and Hanna Nasir.|~|صورة لسامية وشفيق وحنا ناصر، التُقطت خلف مبنى كلية بيرزيت عام 1945.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خارجي، مبنى، كلية بير زيت، اشجار، افراد، شاب، بدلة رسمية، ربطة عنق، طفل، فتاة، عائلة ناصر,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/98114_ca_object_representations_media_120049_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/18235_ca_object_representations_media_120049_original.jpg,https://palarchive.org/index.php/Detail/objects/166722/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:29,"Taken behind the Birzeit College building in 1945, this photograph shows Samia, Shafiq and Hanna Nasir.",صورة لسامية وشفيق وحنا ناصر، التُقطت خلف مبنى كلية بيرزيت عام 1945.,black-and-white photographs,,,
ark:/13030/m5jx643x,ark:/21198/z1q5887m,,Work,146.0,0146.01.0172|~|166723|~|82362_ca_object_representations_media_120050_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر وإخوتها في ملعب مدرسة في بيرزيت، 1945,"Rima Nasir and Her Siblings at the Birzeit School Court, 1945","Taken at the Birzeit School Court in 1945, this photograph shows Samia, Hanna and Rima Nasir.|~|صورة لسامية وحنا وريما ناصر، التُقطت في ملعب مدرسة في بيرزيت عام 1945.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خارجي، ملعب، مبنى، مدرسة، شجرة، حجارة، آلة حديدية، اخوة، عائلة ناصر، فتاتين، طفل، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/54183_ca_object_representations_media_120050_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/82362_ca_object_representations_media_120050_original.jpg,https://palarchive.org/index.php/Detail/objects/166723/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:29,"Taken at the Birzeit School Court in 1945, this photograph shows Samia, Hanna and Rima Nasir.",صورة لسامية وحنا وريما ناصر، التُقطت في ملعب مدرسة في بيرزيت عام 1945.,black-and-white photographs,,,
ark:/13030/m5km720b,ark:/21198/z1q5887m,,Work,146.0,0146.01.0173|~|166724|~|60761_ca_object_representations_media_120052_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر مع زميلاتها وابن عمتها في كلية بيرزيت، 1945,"Rima Nasir with Her Classmates and Cousin at Birzeit College, 1945","Taken at the court of Birzeit College in 1945, this photograph shows Samira Ghandour and Rima Nasir seated in the foreground, and behind them stands Osama Faris and Yousra Bsharat.|~|صورة التُقطت في ملعب مدرسة في بيرزيت عام 1945، ويظهر فيها كل من سميرة غندور وريما ناصر الجالسات في المقدمة، ومن خلفهم يقف أسامة فارس ويسرى بشارات.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خاريجي، اشجار، مجموعة، اصدقاء، ثلاث فتيات، شاب، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/76744_ca_object_representations_media_120052_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/60761_ca_object_representations_media_120052_original.jpg,https://palarchive.org/index.php/Detail/objects/166724/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:30,"Taken at the court of Birzeit College in 1945, this photograph shows Samira Ghandour and Rima Nasir seated in the foreground, and behind them stands Osama Faris and Yousra Bsharat.",صورة التُقطت في ملعب مدرسة في بيرزيت عام 1945، ويظهر فيها كل من سميرة غندور وريما ناصر الجالسات في المقدمة، ومن خلفهم يقف أسامة فارس ويسرى بشارات.,black-and-white photographs,,,
ark:/13030/m58h68xq,ark:/21198/z1q5887m,,Work,146.0,0146.01.0174|~|166725|~|57596_ca_object_representations_media_120054_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر مع زميلاتها في ملعب كلية بيرزيت، 1945,"Rima Nasir with Her Classmates in the Birzeit College Field, 1945","Taken in the Birzeit College field in 1945, this photograph shows, from the right of the first row, Samia Nasir, Basima Sukareyyeh and Suhaila Rizq, in the second row Loris Rizq, Samira Ghandour and Abla Farajallah, while in the third row Rima Nasir, Suad Khoury and Samira Ghandour.|~|صورة التُقطت في ملعب المدرسة في بيرزيت عام 1945، يظهر في يمين الصف الأول منها سامية ناصر وباسمة سكرية وسهيلة رزق، وفي الصف الثاني لوريس رزق وسميرة غندور وعبلة فرج الله، وأخيرًا في الصف الثالث ريما ناصر وسعاد خوري وسميرة غندور.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خارجي، ملعب، مدرسة، بيرزيت، مجموعة، فتيات، صديقات، زي مدرسي، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/43911_ca_object_representations_media_120054_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/57596_ca_object_representations_media_120054_original.jpg,https://palarchive.org/index.php/Detail/objects/166725/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:30,"Taken in the Birzeit College field in 1945, this photograph shows, from the right of the first row, Samia Nasir, Basima Sukareyyeh and Suhaila Rizq, in the second row Loris Rizq, Samira Ghandour and Abla Farajallah, while in the third row Rima Nasir, Suad Khoury and Samira Ghandour.",صورة التُقطت في ملعب المدرسة في بيرزيت عام 1945، يظهر في يمين الصف الأول منها سامية ناصر وباسمة سكرية وسهيلة رزق، وفي الصف الثاني لوريس رزق وسميرة غندور وعبلة فرج الله، وأخيرًا في الصف الثالث ريما ناصر وسعاد خوري وسميرة غندور.,black-and-white photographs,,,
ark:/13030/m56b4srk,ark:/21198/z1q5887m,,Work,146.0,0146.01.0175|~|166726|~|32189_ca_object_representations_media_120056_original.jpg,The Rima Nasir Tarazi Collection,,أفراد من عائلة ناصر أمام مبنى كلية بيرزيت، 1946,"Members of the Nasir Family in front of the Birzeit College Building, 1946","Taken in front of the Birzeit College building in 1946, this photograph shows, from the right, Samia, Hilana, Linda and Anisa Nasir.|~|صورة التُقطت من أمام مبنى كلية بيرزيت عام 1946، ويظهر فيها من اليمين سامية وهيلانة وليندا وأنيسة ناصر.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,خارجي، ملعب، مبنى، مدرسة، بيرزيت، مجموعة، فتيات، نساء، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/86512_ca_object_representations_media_120056_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/32189_ca_object_representations_media_120056_original.jpg,https://palarchive.org/index.php/Detail/objects/166726/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:30,"Taken in front of the Birzeit College building in 1946, this photograph shows, from the right, Samia, Hilana, Linda and Anisa Nasir.",صورة التُقطت من أمام مبنى كلية بيرزيت عام 1946، ويظهر فيها من اليمين سامية وهيلانة وليندا وأنيسة ناصر.,black-and-white photographs,,,
ark:/13030/m5rg3j6g,ark:/21198/z1q5887m,,Work,146.0,0146.01.0176|~|166727|~|6840_ca_object_representations_media_120058_original.jpg,The Rima Nasir Tarazi Collection,,ثلاث فتيات في بيرزيت، 1945,"Three Girls in Birzeit, 1945","Taken behind the Birzeit College building in 1945, this photograph shows Ayda Khoury, Mary Atallah and Yousra Bsharat.|~|صورة التُقطت من خلف مبنى كلية بيرزيت عام 1945، وتهر فيها كل من عايدة خوري وماري عطالله ويسرى بشارات.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1945; Date created,1945,خارجي، طبيعة، ارض، حجارة، شجرة، ثلاث فتيات، صديقات، بيرزيت، رام الله,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/83773_ca_object_representations_media_120058_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/6840_ca_object_representations_media_120058_original.jpg,https://palarchive.org/index.php/Detail/objects/166727/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:30,"Taken behind the Birzeit College building in 1945, this photograph shows Ayda Khoury, Mary Atallah and Yousra Bsharat.",صورة التُقطت من خلف مبنى كلية بيرزيت عام 1945، وتهر فيها كل من عايدة خوري وماري عطالله ويسرى بشارات.,black-and-white photographs,,,
ark:/13030/m5f55c9m,ark:/21198/z1q5887m,,Work,146.0,0146.01.0177|~|166728|~|57181_ca_object_representations_media_120060_original.jpg,The Rima Nasir Tarazi Collection,,ريما ناصر وسميرة غندور بالزي التراثي الفلسطيني، 1946,"Rima Nasir and Samira Ghandour in Traditional Palestinian Clothes, 1946","Taken in Birzeit in 1946, this photograph shows Rima Nasir and Samira Ghandour wearing traditional Palestinian clothes.|~|صورة لريما ناصر وسميرة غندور وهما ترتديان الزي الفلسطيني التقليدي في بيرزيت عام 1946.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,خارجي، شجرة، فتاتان، صديقات، زي تراثي، بيرزيت، فلسطين,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/80319_ca_object_representations_media_120060_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/57181_ca_object_representations_media_120060_original.jpg,https://palarchive.org/index.php/Detail/objects/166728/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:51,24 November 2022 at 9:25:30,"Taken in Birzeit in 1946, this photograph shows Rima Nasir and Samira Ghandour wearing traditional Palestinian clothes.",صورة لريما ناصر وسميرة غندور وهما ترتديان الزي الفلسطيني التقليدي في بيرزيت عام 1946.,black-and-white photographs,,,
ark:/13030/m5mq2sf9,ark:/21198/z1q5887m,,Work,146.0,0146.01.0178|~|166729|~|9684_ca_object_representations_media_120062_original.jpg,The Rima Nasir Tarazi Collection,,عدة فتيات في الثلج، بيرزيت، 1946,"A Group of Girls in the Snow, Birzeit, 1946","Taken in Birzeit in 1946, this photograph shows a group of girls in the snow including, from the right of the first row, Rima and Diana Nasir and Loris Ghandour, Samira Ghandour in the second row, and the third row includes Sumayya Barghouthi, and unknown girl, Suad Khoury, Salwa Nasir, Samiha al-Hajj Ibrahim and Ayda Khoury.|~|صورة التُقطت لعدة فتياتٍ مع الثلج في بيرزيت عام 1946، وهنَّ من يمين الصف الأول ريما وديانا ناصر ولوريس برامكي، ثم سميرة غندور في الصف الثاني، وفي الصف الثالث تظهر كل من سمية برغوثي وفتاة غير معروف اسمها وسعاد خوري وسلوى ناصر وسميحة الحاج إبراهيم وأخيرًا عايدة خوري.","Nasir, Rima. ""The Rima Nasir Collection"". Interview with PMDA Researcher Islam Kamal. The Palestinian Museum Digital Archive. March-June 2022.",black-and-white photographs,ara,still image,1946; Date created,1946,خارجي، طبيعة، ثلج، مجموعة، اصدقاء، لعب، معطف، رام الله، بيرزيت,"[31.975314,35.196042]",Culture and Arts|~|Education and Extracurricular Activities|~|Everyday Life|~|Family Records|~|Other|~|Social and Institutional Activism|~|Social Groups and Population|~|Social History|~|Tangible and Intangible Heritage|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/9316_ca_object_representations_media_120062_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/0/0/9684_ca_object_representations_media_120062_original.jpg,https://palarchive.org/index.php/Detail/objects/166729/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,No,The Rima Nasir Tarazi Collection,11 September 2019 at 14:45:52,24 November 2022 at 9:25:30,"Taken in Birzeit in 1946, this photograph shows a group of girls in the snow including, from the right of the first row, Rima and Diana Nasir and Loris Ghandour, Samira Ghandour in the second row, and the third row includes Sumayya Barghouthi, and unknown girl, Suad Khoury, Salwa Nasir, Samiha al-Hajj Ibrahim and Ayda Khoury.",صورة التُقطت لعدة فتياتٍ مع الثلج في بيرزيت عام 1946، وهنَّ من يمين الصف الأول ريما وديانا ناصر ولوريس برامكي، ثم سميرة غندور في الصف الثاني، وفي الصف الثالث تظهر كل من سمية برغوثي وفتاة غير معروف اسمها وسعاد خوري وسلوى ناصر وسميحة الحاج إبراهيم وأخيرًا عايدة خوري.,black-and-white photographs,,,
