,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
10,ark:/13030/m5s835k3,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0010|~|166961|~|15082_ca_object_representations_media_132845_original.jpg,The Abla Toubasi Collection,,الصورة السنوبة لعائلة سبريدون صروف وكريمة عرمان,Sabridún Sarrúf and Karíma 'armán's Yearly Photograph,,,,,still image,1928,1928,يافا، عائلة، بيت قديم،,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/96194_ca_object_representations_media_132845_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/15082_ca_object_representations_media_132845_original.jpg,https://palarchive.org/index.php/Detail/objects/166961/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:31,9 March 2021 at 11:14:56,,,,,,
11,ark:/13030/m57m7z4s,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0011|~|166962|~|13299_ca_object_representations_media_132846_original.jpg,The Abla Toubasi Collection,,صورة زفاف جماعية,A Wedding Photograph,,,,,still image,24 April 1937,1937-04-24,يافا، زفاف، أطفال,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/41865_ca_object_representations_media_132846_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/13299_ca_object_representations_media_132846_original.jpg,https://palarchive.org/index.php/Detail/objects/166962/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:31,9 March 2021 at 11:14:56,,,,,,
12,ark:/13030/m52w05dd,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0012|~|166963|~|3933_ca_object_representations_media_132847_original.jpg,The Abla Toubasi Collection,,صورة عائلية,A Family Photograph,,,,,still image,1920 to 1939,1920/1939,يافا، عائلة، استديو،,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/10744_ca_object_representations_media_132847_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/3933_ca_object_representations_media_132847_original.jpg,https://palarchive.org/index.php/Detail/objects/166963/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:31,9 March 2021 at 11:14:56,,,,,,
13,ark:/13030/m5ns8j53,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0013|~|166964|~|65137_ca_object_representations_media_132848_original.jpg,The Abla Toubasi Collection,,فلسطينيان في زيارة إلى أمريكا,Two Palestinians on a Visit to the US,,,,,still image,1970 to 1975,1970/1975,رام الله، الولايات المتحدة الأمريكة ،فلوردا، رحلة، سياحة،,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/9403_ca_object_representations_media_132848_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/65137_ca_object_representations_media_132848_original.jpg,https://palarchive.org/index.php/Detail/objects/166964/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:31,9 March 2021 at 11:14:56,,,,,,
14,ark:/13030/m5nh2dwt,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0015|~|166965|~|16722_ca_object_representations_media_132849_original.jpg,The Abla Toubasi Collection,,شقيقات في صورة جماعية,Sisters in a Group Photograph,,,,,still image,1949,1949,رام الله، عمّان، حنان عشراوي، استديو.,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/78167_ca_object_representations_media_132849_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/16722_ca_object_representations_media_132849_original.jpg,https://palarchive.org/index.php/Detail/objects/166965/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:32,9 March 2021 at 11:14:56,,,,,,
15,ark:/13030/m5r864d8,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0016|~|166966|~|21569_ca_object_representations_media_132850_original.jpg,The Abla Toubasi Collection,,صورة بمناسبة عيد الميلاد المجيد,A Photograph on Christmas,,,,,still image,1955,1955,رام الله، عيد الميلاد المجيد، شجرة عيد الميلاد .,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/33597_ca_object_representations_media_132850_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/21569_ca_object_representations_media_132850_original.jpg,https://palarchive.org/index.php/Detail/objects/166966/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:32,9 March 2021 at 11:14:56,,,,,,
16,ark:/13030/m5sj98vz,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0017|~|166967|~|2048_ca_object_representations_media_132851_original.jpg,The Abla Toubasi Collection,,صورة جماعية في حفلة رأس السنة,A Group Photograph on New Year's Eve,,,,,still image,1955 to 1956,1955/1956,رام الله، اوتيل عودة، رأس السنة، حفلة .,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/1249_ca_object_representations_media_132851_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/2048_ca_object_representations_media_132851_original.jpg,https://palarchive.org/index.php/Detail/objects/166967/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:32,9 March 2021 at 11:14:56,,,,,,
17,ark:/13030/m56n0x2v,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0018|~|166968|~|25982_ca_object_representations_media_132852_original.jpg,The Abla Toubasi Collection,,صورة جماعية في حفل خطوبة,A Group Photograph at an Engagement Party,,,,,still image,1956,1956,رام الله، خطوبة، حنان عشراوي.,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/58015_ca_object_representations_media_132852_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/25982_ca_object_representations_media_132852_original.jpg,https://palarchive.org/index.php/Detail/objects/166968/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:32,9 March 2021 at 11:14:56,,,,,,
18,ark:/13030/m57b1twz,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0019|~|166969|~|84317_ca_object_representations_media_132853_original.jpg,The Abla Toubasi Collection,,جد يلعب مع أحفاده,A Grandfather Plays with his Grandchildren,,,,,still image,1960 to 1965,1960/1965,رام الله، طبيب، جد، أحفاد.,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/34550_ca_object_representations_media_132853_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/84317_ca_object_representations_media_132853_original.jpg,https://palarchive.org/index.php/Detail/objects/166969/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:32,9 March 2021 at 11:14:56,,,,,,
19,ark:/13030/m5z39nxg,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0020|~|166970|~|94963_ca_object_representations_media_132854_original.jpg,The Abla Toubasi Collection,,فتاة في أحد استوديوهات القدس,A Girl in a Studio in Jerusalem,,,,,still image,1956,1956,القدس، استديو .,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/77236_ca_object_representations_media_132854_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/94963_ca_object_representations_media_132854_original.jpg,https://palarchive.org/index.php/Detail/objects/166970/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:32,9 March 2021 at 11:14:56,,,,,,
20,ark:/13030/m5v19v1p,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0021|~|166971|~|74958_ca_object_representations_media_132855_original.jpg,The Abla Toubasi Collection,,سهرة عائلية,A Family Night,,,,,still image,1950s,1950/1959,رام الله، اوتيل عودة، سهرة، عائلة.,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/19015_ca_object_representations_media_132855_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/74958_ca_object_representations_media_132855_original.jpg,https://palarchive.org/index.php/Detail/objects/166971/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:32,9 March 2021 at 11:14:56,,,,,,
21,ark:/13030/m5x42mnv,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0022|~|166972|~|71853_ca_object_representations_media_132856_original.jpg,The Abla Toubasi Collection,,عائلة في مطار قلنديا الدولي,A Family Gathering at Qalandiya International Airport,"Captured in black-and-white, this photograph features Mikhaʾil's family gathered at Qalandiya International Airport bidding farewell to their daughters who are headed to Buirit in orders to pursue education, in the photograph, appears: Alfred Tubasi, Abla Tubasi, Muna Mikhaʾil, Lulu Musa, Fouad Shhadeh, Saleba Saadeh, Nadya Mikhaʾil, Wadiʿa ʾasʿad, Dawúd Mikhaʾil.   |~|عائلة ميخائيل في مطار قلنديا الدولي للسفر من اجل وداع بناتهن المتوجهات الى بيروت لاكمال  دراستهن ويظهر في اللقطة:  الفرد طوباسي، عبلة طوباسي، منى ميخائيل، لولو موسى، فؤاد شحادة، زوجة الطبيب صليبا سعادة، ناديا ميخايل،وديعة اسعد، داوود ميخائيل.",,black-and-white photographs,ara,still image,1956,1956,مطار قلنديا، القدس، طالبات، بيروت، تعليم .,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/96223_ca_object_representations_media_132856_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/71853_ca_object_representations_media_132856_original.jpg,https://palarchive.org/index.php/Detail/objects/166972/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Abla Toubasi Collection,11 September 2019 at 16:56:33,21 November 2020 at 10:34:22,"Captured in black-and-white, this photograph features Mikhaʾil's family gathered at Qalandiya International Airport bidding farewell to their daughters who are headed to Buirit in orders to pursue education, in the photograph, appears: Alfred Tubasi, Abla Tubasi, Muna Mikhaʾil, Lulu Musa, Fouad Shhadeh, Saleba Saadeh, Nadya Mikhaʾil, Wadiʿa ʾasʿad, Dawúd Mikhaʾil.",عائلة ميخائيل في مطار قلنديا الدولي للسفر من اجل وداع بناتهن المتوجهات الى بيروت لاكمال  دراستهن ويظهر في اللقطة:  الفرد طوباسي، عبلة طوباسي، منى ميخائيل، لولو موسى، فؤاد شحادة، زوجة الطبيب صليبا سعادة، ناديا ميخايل،وديعة اسعد، داوود ميخائيل.,black-and-white photographs,,,
22,ark:/13030/m5kh8bhq,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0023|~|166973|~|89630_ca_object_representations_media_132857_original.jpg,The Abla Toubasi Collection,,رحلة عائلية,A Family Trip,,,,,still image,1962,1962,أريحا، عائلة، أطفال، رحلة، سياحة .,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/97640_ca_object_representations_media_132857_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/89630_ca_object_representations_media_132857_original.jpg,https://palarchive.org/index.php/Detail/objects/166973/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:33,9 March 2021 at 11:14:56,,,,,,
23,ark:/13030/m5mt1gzz,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0024|~|166974|~|38477_ca_object_representations_media_132858_original.jpg,The Abla Toubasi Collection,,صورة عائلية بمناسبة تعميد طفلين من العائلة,A Family Photograph Celebrating the Baptism of Two Children,,,,,still image,28 May 1944,1944-05-28,القدس، حي القطمون، تعميد، أديان .,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/999_ca_object_representations_media_132858_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/38477_ca_object_representations_media_132858_original.jpg,https://palarchive.org/index.php/Detail/objects/166974/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:33,9 March 2021 at 11:14:55,,,,,,
24,ark:/13030/m53v76fw,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0025|~|166975|~|17289_ca_object_representations_media_132860_original.jpg,The Abla Toubasi Collection,,عصفور على أحد شواطئ الولايات المتحدة,A Bird on a Beach in the USA,,,,,still image,1980s,1980/1989,عصفور، الولايات المتحدة، شاطئ، سياحة .,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/56296_ca_object_representations_media_132860_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/17289_ca_object_representations_media_132860_original.jpg,https://palarchive.org/index.php/Detail/objects/166975/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:33,9 March 2021 at 11:14:55,,,,,,
25,ark:/13030/m5036frx,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0026|~|166976|~|22344_ca_object_representations_media_132861_original.jpg,The Abla Toubasi Collection,,حفلة عيد ميلاد,A Birthday Party,,,,,still image,1960,1960,رام الله، أطفال، عيد ميلاد، حفلة .,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/59111_ca_object_representations_media_132861_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/22344_ca_object_representations_media_132861_original.jpg,https://palarchive.org/index.php/Detail/objects/166976/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Abla Toubasi Collection,11 September 2019 at 16:56:33,9 March 2021 at 11:14:55,,,,,,
26,ark:/13030/m51w345p,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0027|~|166977|~|38664_ca_object_representations_media_132862_original.jpg,The Abla Toubasi Collection,,أطفال في حفل عيد ميلاد,Children Gathering at a Birthday Party,"Captured in black-and-white, this photograph features a gathering of children at a birthday party, and the ones recognized are Hania, Samya Qasis ""the third from the left"", a child from the Jubran family.  |~|أطفال في حفلة عيد ميلاد ، عَرف من اللقطة: هانيا، سامية قسيس ""الثالثة يساراً""، طفلة من عائلة جبران",,black-and-white photographs,,still image,,,,,Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/32949_ca_object_representations_media_132862_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/38664_ca_object_representations_media_132862_original.jpg,https://palarchive.org/index.php/Detail/objects/166977/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Abla Toubasi Collection,11 September 2019 at 16:56:33,21 November 2020 at 10:34:22,"Captured in black-and-white, this photograph features a gathering of children at a birthday party, and the ones recognized are Hania, Samya Qasis ""the third from the left"", a child from the Jubran family.","أطفال في حفلة عيد ميلاد ، عَرف من اللقطة: هانيا، سامية قسيس ""الثالثة يساراً""، طفلة من عائلة جبران",black-and-white photographs,,,
27,ark:/13030/m52k4223,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0028|~|166978|~|82492_ca_object_representations_media_132863_original.jpg,The Abla Toubasi Collection,,طفلة,A Portrait of a Child,"Captured in black-and-white, this photograph features a portrait of Dima Nuseibeh as a child. |~|الطفلة ديما نسيبة",,black-and-white photographs,ara,still image,,,,"[31.9037641,35.2034184]",Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/5766_ca_object_representations_media_132863_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/82492_ca_object_representations_media_132863_original.jpg,https://palarchive.org/index.php/Detail/objects/166978/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Abla Toubasi Collection,11 September 2019 at 17:07:25,21 November 2020 at 10:34:22,"Captured in black-and-white, this photograph features a portrait of Dima Nuseibeh as a child.",الطفلة ديما نسيبة,black-and-white photographs,,,
28,ark:/13030/m5qk56gd,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0029|~|166979|~|13777_ca_object_representations_media_132864_original.jpg,The Abla Toubasi Collection,,طفلة في مدرسة الفريندز,A Child at Ramallah Friends School,"Captured in black-and-white, this photograph features Abla Tubasi as a child sitting under the shadow of a tree at Ramallah Friends School. |~|عبلة طوباسي تحت شجرة في مدرسة الفريندز","Donn Hutchison (Fromer teacher at the Ramallah Friends School), recorded interview with PMDA researcher Hamzah Asad, non-transcript, 2019, the Palestinian Museum Digital Archive.; Mohammad Salim (Teacher at the Ramallah Friends School), recorded interview with PMDA researcher Hamzeh Asad, non-transcripts, 2019, the Palestinian Museum Digital Archive.; محمد سليم (أستاذ في مدرسة الفرندز للبنين)، مقابلة مسجلة مع باحث الأرشيف الرقمي حمزة أسعد، 2019، غير مفرغة، أرشيف المتحف الفلسطيني الرقمي.",black-and-white photographs,ara,still image,,,,"[31.9037641,35.2034184]",Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/53870_ca_object_representations_media_132864_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/13777_ca_object_representations_media_132864_original.jpg,https://palarchive.org/index.php/Detail/objects/166979/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Abla Toubasi Collection,11 September 2019 at 17:07:25,21 November 2020 at 10:34:22,"Captured in black-and-white, this photograph features Abla Tubasi as a child sitting under the shadow of a tree at Ramallah Friends School.",عبلة طوباسي تحت شجرة في مدرسة الفريندز,black-and-white photographs,,,
29,ark:/13030/m5sc1vzk,ark:/21198/z1b04qgg,,Work,149.0,0149.01.0030|~|166980|~|47388_ca_object_representations_media_132865_original.jpg,The Abla Toubasi Collection,,بورتريه لامرأة,A Portrait of a Woman,"Captured in black-and-white, this photograph features a portrait of Wadiʿa ʾasʿad. |~|بورتريه ل وديعة اسعد",,black-and-white photographs,ara,still image,1950s,1950/1959,,"[31.9037641,35.2034184]",Social History,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/54244_ca_object_representations_media_132865_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/2/8/47388_ca_object_representations_media_132865_original.jpg,https://palarchive.org/index.php/Detail/objects/166980/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,The Abla Toubasi Collection,11 September 2019 at 17:07:25,21 November 2020 at 10:34:22,"Captured in black-and-white, this photograph features a portrait of Wadiʿa ʾasʿad.",بورتريه ل وديعة اسعد,black-and-white photographs,,,
