"Unnamed: 0","Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"21","ark:/13030/m52c694k","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0021|~|23205|~|29134_ca_object_representations_media_13542_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة","A Photograph of the Shaheed Abdullah Alawneh","","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","","","صورة شهيد","[32.325027,35.220164]","","","image/jpeg","5775","4133","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/24702_ca_object_representations_media_13542_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/29134_ca_object_representations_media_13542_original.jpg","https://palarchive.org/index.php/Detail/objects/23205/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; الصورة غير واضحة","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:38","9 March 2021 at 19:26:15","","","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52c694k/manifest"
"22","ark:/13030/m5q31bcc","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0022|~|23206|~|28669_ca_object_representations_media_13543_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع أصدقائه في الحمة السورية","A Photograph of the Shaheed Abdullah Alawneh with his Friends at the Syrian Al-Hamma","A colour photograph of the shaheed Abdullah Alawneh, Marwan Barghouti, and Rashid Mansour. This photograph was taken in 1983 during a trip to the Syrian Al-Himma.|~|صورة ملونة لأربعة اشخاص وهم الشهيد عبد الله علاونة، ومروان البرغوثي، ورشيد منصور وآخر غير معروف. الصورة التقطت في العام 1983 خلال رحلة اللجنة الاجتماعية إلى الحمة السورية.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1983; Date created","1983","صورة  شهيد أصدقاء","[32.683719803842,35.664904861377]","","الحمة السورية / رحلة اللجنة الاجتماعية سنة 83|~|Syrian Al-Himma/ Social committee trip 83","image/jpeg","3754","4800","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/72564_ca_object_representations_media_13543_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/28669_ca_object_representations_media_13543_original.jpg","https://palarchive.org/index.php/Detail/objects/23206/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:38","9 March 2021 at 19:26:15","A colour photograph of the shaheed Abdullah Alawneh, Marwan Barghouti, and Rashid Mansour. This photograph was taken in 1983 during a trip to the Syrian Al-Himma.","صورة ملونة لأربعة اشخاص وهم الشهيد عبد الله علاونة، ومروان البرغوثي، ورشيد منصور وآخر غير معروف. الصورة التقطت في العام 1983 خلال رحلة اللجنة الاجتماعية إلى الحمة السورية.","color photographs","الحمة السورية / رحلة اللجنة الاجتماعية سنة 83","Syrian Al-Himma/ Social committee trip 83","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5q31bcc/manifest"
"23","ark:/13030/m5sv51z0","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0023|~|23207|~|4379_ca_object_representations_media_13545_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة في بانياس","The Shaheed Abdullah Alawneh in Banias","A colour photograph of the shaheed Abdullah Alawneh in Banias with a waterfall cascading behind him.|~|صورة ملونة للشهيد عبد الله علاونة في منطقة بانياس وخلفه شلال ماء جاري.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","","","صورة شهيد","","","","image/jpeg","3720","4742","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/50129_ca_object_representations_media_13545_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/4379_ca_object_representations_media_13545_original.jpg","https://palarchive.org/index.php/Detail/objects/23207/lang/en_US","The Palestinian Museum ","info@palarchive.org","","acceptable; الصورة ممزقة من الطرف الأيسر","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:38","9 March 2021 at 19:26:15","A colour photograph of the shaheed Abdullah Alawneh in Banias with a waterfall cascading behind him.","صورة ملونة للشهيد عبد الله علاونة في منطقة بانياس وخلفه شلال ماء جاري.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sv51z0/manifest"
"24","ark:/13030/m5wm8rkd","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0024|~|23208|~|75563_ca_object_representations_media_13546_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع أصدقائه في منزله","A Photograph of the Shaheed Abdullah Alawneh with his Friends at his House","A colour photograph of five people sitting on the floor at Abdullah Alawneh's house. Appearing in the photograph are the shaheed Abdullah Alawneh, Nayef Sweitat, and Yahia al-Sulqan.|~|صورة ملونة لخمسة أشخاص بجلسون على الأرض في منزل الشهيد عبد الله علاونة، عرف منهم الشهيد عبد الله علاونة إضافة إلى نايف سويطات ويحيى السلقان.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","1982 to 1984; Date created","1982/1984","صورة شهيد أصدقاء","[32.325027,35.220164]","","","image/jpeg","3766","5351","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/6022_ca_object_representations_media_13546_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/75563_ca_object_representations_media_13546_original.jpg","https://palarchive.org/index.php/Detail/objects/23208/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:38","9 March 2021 at 19:26:15","A colour photograph of five people sitting on the floor at Abdullah Alawneh's house. Appearing in the photograph are the shaheed Abdullah Alawneh, Nayef Sweitat, and Yahia al-Sulqan.","صورة ملونة لخمسة أشخاص بجلسون على الأرض في منزل الشهيد عبد الله علاونة، عرف منهم الشهيد عبد الله علاونة إضافة إلى نايف سويطات ويحيى السلقان.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wm8rkd/manifest"
"25","ark:/13030/m574432k","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0025|~|23209|~|90453_ca_object_representations_media_13547_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع أصدقائه","A Photograph of the Shaheed Abdullah Alawneh with his Friends","A colour photograph of the shaheed Abdullah Alawneh with three of his friends, one of his friends shared the same name with Abdullah Alawneh, and was nicknamed Akka.|~|صورة ملونة للشهيد عبد الله علاونة مع ثلاثة من أصدقائه، ومنهم صديق له نفس الاسم ""عبد الله كامل علاونة الملقب بعكا"".","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","1984 to 1985; Date created","1984/1985","صورة شهيد  أصدقاء","[32.325027,35.220164]","","","image/jpeg","3720","5166","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/92543_ca_object_representations_media_13547_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/90453_ca_object_representations_media_13547_original.jpg","https://palarchive.org/index.php/Detail/objects/23209/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:39","9 March 2021 at 19:26:15","A colour photograph of the shaheed Abdullah Alawneh with three of his friends, one of his friends shared the same name with Abdullah Alawneh, and was nicknamed Akka.","صورة ملونة للشهيد عبد الله علاونة مع ثلاثة من أصدقائه، ومنهم صديق له نفس الاسم ""عبد الله كامل علاونة الملقب بعكا"".","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm574432k/manifest"
"26","ark:/13030/m5rz6q7z","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0026|~|23210|~|2291_ca_object_representations_media_13548_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة ملونة للشهيد عبد الله علاونة مع أصدقائه","A Photograph of the Shaheed Abdullah Alawneh with his Friends","A colour photograph of Abdullah Alawneh with his friend Abdullah Kamil Alawneh (nicknamed Akka), and his friend Tariq Alawneh (from the right), in Jaba', Jenin, at an area called al-Majour.|~|صورة للشهيد عبد الله علاونة مع صديقه عبد الله كامل علاونة (الملقب بعكا) من اليسار، وطارق علاونة من اليمين، في منطقة في جبع-جنين، تسمى منطقة (الماجور).","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","1985; Date created","1985","صورة شهيد أصدقاء","[32.325027,35.220164]","","","image/jpeg","3766","5040","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/91407_ca_object_representations_media_13548_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/2291_ca_object_representations_media_13548_original.jpg","https://palarchive.org/index.php/Detail/objects/23210/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:39","4 July 2022 at 8:37:23","A colour photograph of Abdullah Alawneh with his friend Abdullah Kamil Alawneh (nicknamed Akka), and his friend Tariq Alawneh (from the right), in Jaba', Jenin, at an area called al-Majour.","صورة للشهيد عبد الله علاونة مع صديقه عبد الله كامل علاونة (الملقب بعكا) من اليسار، وطارق علاونة من اليمين، في منطقة في جبع-جنين، تسمى منطقة (الماجور).","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rz6q7z/manifest"
"27","ark:/13030/m5kd992t","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0027|~|23211|~|80764_ca_object_representations_media_13549_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة من جنازة الشهيد عبد الله علاونة","A Photograph from the Shaheed Abdullah Alawneh's Funeral","A colour photograph from Abdullah Alawneh's funeral in Jaba', Jenin. Appearing in the photograph are crowds of men and women carrying Palestinian flags, palm tree branches, and speakers attached to a car in the front of the procession.|~|صورة ملونة من جنازة الشهيد عبد الله علاونة في بلدته جبع، جينن ، وتظهر في الصورة جموع المشيعين من الرجال، والنساء على الأطراف ويحمل الجموع سعوف النخيل وراية فلسطين، إضافة لوجود سيارة في مقدمة الجنازة عليها مكبرات للصوت.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","11 November 1990; Date created","1990-11-11","صورة  شهيد جنازة","[32.325027,35.220164]","","","image/jpeg","3686","5202","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/89585_ca_object_representations_media_13549_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/80764_ca_object_representations_media_13549_original.jpg","https://palarchive.org/index.php/Detail/objects/23211/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:39","9 March 2021 at 19:26:15","A colour photograph from Abdullah Alawneh's funeral in Jaba', Jenin. Appearing in the photograph are crowds of men and women carrying Palestinian flags, palm tree branches, and speakers attached to a car in the front of the procession.","صورة ملونة من جنازة الشهيد عبد الله علاونة في بلدته جبع، جينن ، وتظهر في الصورة جموع المشيعين من الرجال، والنساء على الأطراف ويحمل الجموع سعوف النخيل وراية فلسطين، إضافة لوجود سيارة في مقدمة الجنازة عليها مكبرات للصوت.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kd992t/manifest"
"28","ark:/13030/m5xm5snw","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0028|~|23212|~|79060_ca_object_representations_media_13550_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع اصدقائه في إحدى الرحلات","A Photograph of the Shaheed Abdullah Alawneh with his Friends on a Trip","ِA colour photograph of the shaheed with his friends on a trip with Birzeit University to Ramat Gat. Appearing in the photograph are Marwan al-Barghuthy and Yahia al-Sulqan.|~|صورة ملونة للشهيد مع أصدقائه في رحلة لجامعة بيرزيت إلى منطقة رامات غات، ويظهر في الصورة كل من: مروان البرغوثي ويحيى السلقان وآخرون.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","25 October 1983; Date created","1983-10-25","شهيد أصدقاء صورة رحلة","[32.068424,34.824785]","","رحلة بيرزيت لـ رمات غانذ 25/10/83|~|A trip with Birzeit University to Ramat Gan 25/10/83","image/jpeg","4259","6304","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/60568_ca_object_representations_media_13550_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/79060_ca_object_representations_media_13550_original.jpg","https://palarchive.org/index.php/Detail/objects/23212/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:39","9 March 2021 at 19:26:15","ِA colour photograph of the shaheed with his friends on a trip with Birzeit University to Ramat Gat. Appearing in the photograph are Marwan al-Barghuthy and Yahia al-Sulqan.","صورة ملونة للشهيد مع أصدقائه في رحلة لجامعة بيرزيت إلى منطقة رامات غات، ويظهر في الصورة كل من: مروان البرغوثي ويحيى السلقان وآخرون.","color photographs","رحلة بيرزيت لـ رمات غانذ 25/10/83","A trip with Birzeit University to Ramat Gan 25/10/83","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xm5snw/manifest"
"29","ark:/13030/m58x0rf3","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0029|~|23213|~|74557_ca_object_representations_media_13552_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع أصدقائه في منزله ببلدته جبع، جنين","A Photograph of the Shaheed Abdullah Alawneh with his Friends at his House in Jaba', Jenin","A colour photograph of eight people at the shaheed Abdullah Alawneh's house in Jaba', Jenin. Appearing in the photograph are Abdullah Alawneh, Marwan al-Barghuthy (third from the left) and next to him is probably al-Mutawakel Taha.|~|صورة ملونة يظهر فيها 8 أشخاص في منزل الشهيد عبد الله علاونة في بلدة جبع، جنين، وهو منهم، إضافة إلى مروان البرغوثي (الثالث من اليسار) ويرجح أن يكون جالسا بجانبه المتوكل طه.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","1982 to 1985; Date created","1982/1985","صورة أصدقاء شهيد","[32.325027,35.220164]","","","image/jpeg","3789","5489","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/9177_ca_object_representations_media_13552_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/74557_ca_object_representations_media_13552_original.jpg","https://palarchive.org/index.php/Detail/objects/23213/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:39","9 March 2021 at 19:26:15","A colour photograph of eight people at the shaheed Abdullah Alawneh's house in Jaba', Jenin. Appearing in the photograph are Abdullah Alawneh, Marwan al-Barghuthy (third from the left) and next to him is probably al-Mutawakel Taha.","صورة ملونة يظهر فيها 8 أشخاص في منزل الشهيد عبد الله علاونة في بلدة جبع، جنين، وهو منهم، إضافة إلى مروان البرغوثي (الثالث من اليسار) ويرجح أن يكون جالسا بجانبه المتوكل طه.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58x0rf3/manifest"
"30","ark:/13030/m5zm2ttq","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0030|~|23214|~|84149_ca_object_representations_media_13553_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة في رحلة الى جبل الشيخ","A Photograph of the Shaheed Abdullah Alawneh on a Trip to Mount Hermon","","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1983; Date created","1983","صورة شهيد رحلة","[33.4161617,35.8570262]","","صوره واحده رحلة بيرزيت 1983 جبل الشيخ|~|One photograph A trip to Birzeit 1983 Mount Hermon","image/jpeg","3766","5412","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/19086_ca_object_representations_media_13553_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/84149_ca_object_representations_media_13553_original.jpg","https://palarchive.org/index.php/Detail/objects/23214/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:39","9 March 2021 at 19:26:15","","","color photographs","صوره واحده رحلة بيرزيت 1983 جبل الشيخ","One photograph A trip to Birzeit 1983 Mount Hermon","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5zm2ttq/manifest"
"31","ark:/13030/m5tv232b","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0031|~|23215|~|34971_ca_object_representations_media_13555_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع مروان البرغوثي","A Photograph of Abdullah Alawneh with Marwan al-Barghuthy","A colour photograph of the shaheed Abdullah Alawneh and Marwan al-Barghuthy during the Birzeit University social committee trip to Tiberias, in 1983.|~|صورة ملونة يظهر فيها كل من الشهيد عبد الله علاونة ومروان البرغوثي، وذلك خلال رحلة اللجنة الاجتماعية في مجلس طلبة جامعة بيرزيت إلى منطقة طبريا، عام 1983.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1983; Date created","1983","صورة شهيد رحلة صديق","[32.795859,35.530973]","","طبرية / رحلة اللجنة الاجتماعية سنة 83|~|Tiberias/The Social Committee trip In 83","image/jpeg","4753","3709","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/3104_ca_object_representations_media_13555_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/34971_ca_object_representations_media_13555_original.jpg","https://palarchive.org/index.php/Detail/objects/23215/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:40","9 March 2021 at 19:26:15","A colour photograph of the shaheed Abdullah Alawneh and Marwan al-Barghuthy during the Birzeit University social committee trip to Tiberias, in 1983.","صورة ملونة يظهر فيها كل من الشهيد عبد الله علاونة ومروان البرغوثي، وذلك خلال رحلة اللجنة الاجتماعية في مجلس طلبة جامعة بيرزيت إلى منطقة طبريا، عام 1983.","color photographs","طبرية / رحلة اللجنة الاجتماعية سنة 83","Tiberias/The Social Committee trip In 83","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tv232b/manifest"
"32","ark:/13030/m55500rh","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0032|~|23216|~|15565_ca_object_representations_media_13557_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع أبناءه، وصديقه","A Photograph of the Shaheed Abdullah Alawneh with his Sons and a Friend","A colour photograph at a lake, of Abdullah Alawneh with his sons Omar and Amjad and his friend Abdullah Kamil Alawneh, who was nicknamed Akka.; Colored photograph at a lake, of Abedullah Alawneh with his sons Omar and Amjad and his friend Abedullah Kamil Alawneh, who was nicknamed Akka.|~|صورة ملونة بجانب بحيرة، ويظهر فيها الشهيد عبد الله علاونة مع أبناءه عمر وامجد، إضافة إلى صديقه عبد الله كامل علاونة الملقب بعكا.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","1980s; Date created","1980/1989","صورة شهيد  صديق أبناء","[31.952162,35.233154]","","","image/jpeg","3731","5431","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/29537_ca_object_representations_media_13557_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/15565_ca_object_representations_media_13557_original.jpg","https://palarchive.org/index.php/Detail/objects/23216/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:40","9 March 2021 at 19:26:15","A colour photograph at a lake, of Abdullah Alawneh with his sons Omar and Amjad and his friend Abdullah Kamil Alawneh, who was nicknamed Akka.; Colored photograph at a lake, of Abedullah Alawneh with his sons Omar and Amjad and his friend Abedullah Kamil Alawneh, who was nicknamed Akka.","صورة ملونة بجانب بحيرة، ويظهر فيها الشهيد عبد الله علاونة مع أبناءه عمر وامجد، إضافة إلى صديقه عبد الله كامل علاونة الملقب بعكا.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55500rh/manifest"
"33","ark:/13030/m5fn8j9n","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0033|~|23217|~|73938_ca_object_representations_media_13558_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع نايف سويطات وخطيبته انعام في يوم خطبتهم","A Photograph of the Shaheed Abdullah Alawneh with Nayef Sweitat and his Fiance In'am on their Engagement Day","","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1980s; Date created","1980/1989","صورة شهيد  صديق خطبة خطوبة","[31.952162,35.233154]","","خطوبة نايف|~|Nayef's engagement party","image/jpeg","3720","4765","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/37210_ca_object_representations_media_13558_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/73938_ca_object_representations_media_13558_original.jpg","https://palarchive.org/index.php/Detail/objects/23217/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:40","9 March 2021 at 19:26:15","","","color photographs","خطوبة نايف","Nayef's engagement party","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fn8j9n/manifest"
"34","ark:/13030/m5p630n9","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0034|~|23218|~|85345_ca_object_representations_media_13560_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة في منطقة بانياس","A Photograph of the Shaheed Abdullah Alawneh in Baniyas","","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","","still image","1980s; Date created","1980/1989","صورة شهيد رحلة صديق","","","","image/jpeg","3675","5269","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/65764_ca_object_representations_media_13560_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/85345_ca_object_representations_media_13560_original.jpg","https://palarchive.org/index.php/Detail/objects/23218/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:40","9 March 2021 at 19:26:15","","","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5p630n9/manifest"
"35","ark:/13030/m5n65zj0","ark:/21198/z19k9wwc","","Work","26.0","0026.01.0035|~|23219|~|34090_ca_object_representations_media_13561_original.jpg","The Abdullah Alawneh Collection","Abdullah Alawneh Sub-collection1: Photographs","صورة للشهيد عبد الله علاونة مع أصدقائه","A Photograph of the Shaheed Abdullah Alawneh with his Friends","A colour photograph of the shaheed Abdullah Alawneh with Jawdat Abu Oun, Dr. Abdulwahab Alawneh, Dr. Omar Ghannam, Walid Fakhouri, and Abdullatif Fakhouri.|~|صورة ملونة يظهر فيها الشهيد عبد الله علاونة ومعه كل من: جودت أبو عون والدكتور عبد الوهاب علاونة والدكتور عمر غنام ووليد فاخوري وعبد اللطيف فاخوري.","Ozrail, Samar, ""The Abdullah Alawneh Collection"", archival inventory, 21 July 2018, the Palestinian Museum Digital Archive.","color photographs","ara","still image","1980s; Date created","1980/1989","شهيد صورة عرس  أصدقاء","[31.952162,35.233154]","","عرس 1983|~|A wedding 1983","image/jpeg","3697","4617","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/94593_ca_object_representations_media_13561_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/3/5/34090_ca_object_representations_media_13561_original.jpg","https://palarchive.org/index.php/Detail/objects/23219/lang/en_US","The Palestinian Museum ","info@palarchive.org","","medium; 225","","Abdullah Alawneh Sub-collection1: Photographs | The Abdullah Alawneh Collection","9 August 2018 at 16:04:40","9 March 2021 at 19:26:15","A colour photograph of the shaheed Abdullah Alawneh with Jawdat Abu Oun, Dr. Abdulwahab Alawneh, Dr. Omar Ghannam, Walid Fakhouri, and Abdullatif Fakhouri.","صورة ملونة يظهر فيها الشهيد عبد الله علاونة ومعه كل من: جودت أبو عون والدكتور عبد الوهاب علاونة والدكتور عمر غنام ووليد فاخوري وعبد اللطيف فاخوري.","color photographs","عرس 1983","A wedding 1983","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5n65zj0/manifest"
