"Unnamed: 0","Item ARK","Parent ARK","File Name","Object Type","coll id","AltIdentifier.local","Collection","Series","Title","AltTitle.other","Description.note","References","Genre","Language","Type.typeOfResource","Date.created","Date.normalized","Note","Subject.coordinates","Subject topic","Inscription","media.format","media.height","media.width","Thumbnail","IIIF Access URL","External item record","Repository","Rights.servicesContact","Acquisition method","Physical status","Violent Content","Series & Collection","Creation date/time","Last modification date/time","Description (Eng)","Description (Ara)","Genre (old)","Inscription (old)","Inscription 2 (old)","Alt Title","IIIF Manifest URL"
"52","ark:/13030/m5m11hfq","ark:/21198/z1325fjz","","Work","20.0","0020.01.0052|~|19999|~|4128_ca_object_representations_media_10469_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","مجموعة من الشابات في جمعية الشابات المسلمات في القدس","A Group of youth at the Young Muslim Women Association in Jerusalem","A group of youth at the Young Muslim Women Association in Jerusalem.|~|مجموعة من الشابات في جمعية الشابات المسلمات في القدس","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","","","","","image/jpeg","3700","5398","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/61203_ca_object_representations_media_10469_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/4128_ca_object_representations_media_10469_original.jpg","https://palarchive.org/index.php/Detail/objects/19999/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:44","9 March 2021 at 19:26:46","A group of youth at the Young Muslim Women Association in Jerusalem.","مجموعة من الشابات في جمعية الشابات المسلمات في القدس","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5m11hfq/manifest"
"53","ark:/13030/m56q988s","ark:/21198/z1325fjz","","Work","20.0","0020.01.0053|~|20000|~|83096_ca_object_representations_media_10470_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","الدكتور أمين الخطيب يسلم شهادة لطالبة","Dr. Amin al-Khatib is Handing a Certificate to a Student","A colour photograph of Dr. Amin al-Khatib while handing a certificate to a student of the library science course, held by the Young Muslim Women Association in Jerusalem.|~|صورة ملونة للدكتور أمين الخطيب يسلم شهادة لطالبة في دورة لعلم المكتبات، قدمتها جمعية الشابات المسلمات في القدس.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","","","","[31.768319,35.21371]","","","image/jpeg","3730","5403","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/30464_ca_object_representations_media_10470_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/83096_ca_object_representations_media_10470_original.jpg","https://palarchive.org/index.php/Detail/objects/20000/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:44","9 March 2021 at 19:26:46","A colour photograph of Dr. Amin al-Khatib while handing a certificate to a student of the library science course, held by the Young Muslim Women Association in Jerusalem.","صورة ملونة للدكتور أمين الخطيب يسلم شهادة لطالبة في دورة لعلم المكتبات، قدمتها جمعية الشابات المسلمات في القدس.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56q988s/manifest"
"54","ark:/13030/m5z96qdh","ark:/21198/z1325fjz","","Work","20.0","0020.01.0054|~|20001|~|54660_ca_object_representations_media_10471_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","كلمة للسيدة نزهة نسيبة رئيسة جمعية الشابات المسلمات","A Speech of the Head of the Young Muslim Women Association, Nazaha Nusseibeh","A speech of the head of the Young Muslim Women Association, Nazaha Nusseibeh, at the graduation ceremony of the library science course.|~|كلمة للسيدة نزهة نسيبة رئيسة جمعية الشابات المسلمات في حفل تخريج دورة علم المكتبات.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","","","","[31.768319,35.21371]","","","image/jpeg","3890","5382","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/14538_ca_object_representations_media_10471_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/54660_ca_object_representations_media_10471_original.jpg","https://palarchive.org/index.php/Detail/objects/20001/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","A speech of the head of the Young Muslim Women Association, Nazaha Nusseibeh, at the graduation ceremony of the library science course.","كلمة للسيدة نزهة نسيبة رئيسة جمعية الشابات المسلمات في حفل تخريج دورة علم المكتبات.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5z96qdh/manifest"
"55","ark:/13030/m5mt14r4","ark:/21198/z1325fjz","","Work","20.0","0020.01.0055|~|20002|~|33255_ca_object_representations_media_10472_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","إحدى خريجات دورة علم المكتبات أثناء إلقاء كلمة","One of the Library Science Course Graduates while Giving a Speech","A colour photograph of one of the graduates of the library science course, held by the Young Muslim Women Association in Jerusalem, while she was giving a speech.|~|صورة ملونة لإحدى خريجات دورة علم المكتبات التي قدمتها جمعية الشابات المسلمات في القدس أثناء إلقاء كلمة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","","","","[31.768319,35.21371]","","","image/jpeg","3685","5382","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/90109_ca_object_representations_media_10472_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/33255_ca_object_representations_media_10472_original.jpg","https://palarchive.org/index.php/Detail/objects/20002/lang/en_US","The Palestinian Museum ","info@palarchive.org","","","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","A colour photograph of one of the graduates of the library science course, held by the Young Muslim Women Association in Jerusalem, while she was giving a speech.","صورة ملونة لإحدى خريجات دورة علم المكتبات التي قدمتها جمعية الشابات المسلمات في القدس أثناء إلقاء كلمة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5mt14r4/manifest"
"56","ark:/13030/m5tj5zq7","ark:/21198/z1325fjz","","Work","20.0","0020.01.0056|~|20003|~|38080_ca_object_representations_media_10473_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]; [31.715018805752,35.202228754987]","","","image/jpeg","3225","4525","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/98385_ca_object_representations_media_10473_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/38080_ca_object_representations_media_10473_original.jpg","https://palarchive.org/index.php/Detail/objects/20003/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5tj5zq7/manifest"
"57","ark:/13030/m5qk4v86","ark:/21198/z1325fjz","","Work","20.0","0020.01.0057|~|20004|~|68079_ca_object_representations_media_10474_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.693516,35.184562]; [31.715018805752,35.202228754987]","","","image/jpeg","3204","4462","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/76577_ca_object_representations_media_10474_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/68079_ca_object_representations_media_10474_original.jpg","https://palarchive.org/index.php/Detail/objects/20004/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qk4v86/manifest"
"58","ark:/13030/m5g5228m","ark:/21198/z1325fjz","","Work","20.0","0020.01.0058|~|20005|~|51243_ca_object_representations_media_10475_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","3204","4472","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/94738_ca_object_representations_media_10475_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/51243_ca_object_representations_media_10475_original.jpg","https://palarchive.org/index.php/Detail/objects/20005/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5g5228m/manifest"
"59","ark:/13030/m5z399nr","ark:/21198/z1325fjz","","Work","20.0","0020.01.0059|~|20006|~|3580_ca_object_representations_media_10476_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","3230","4488","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/51203_ca_object_representations_media_10476_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/3580_ca_object_representations_media_10476_original.jpg","https://palarchive.org/index.php/Detail/objects/20006/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5z399nr/manifest"
"60","ark:/13030/m53276ws","ark:/21198/z1325fjz","","Work","20.0","0020.01.0060|~|20007|~|2435_ca_object_representations_media_10477_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","3204","4493","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/12927_ca_object_representations_media_10477_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/2435_ca_object_representations_media_10477_original.jpg","https://palarchive.org/index.php/Detail/objects/20007/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","endangered; 227","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53276ws/manifest"
"61","ark:/13030/m59h2ztf","ark:/21198/z1325fjz","","Work","20.0","0020.01.0061|~|20008|~|83630_ca_object_representations_media_10478_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","3189","4462","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/50246_ca_object_representations_media_10478_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/83630_ca_object_representations_media_10478_original.jpg","https://palarchive.org/index.php/Detail/objects/20008/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:45","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59h2ztf/manifest"
"62","ark:/13030/m5f83qj5","ark:/21198/z1325fjz","","Work","20.0","0020.01.0062|~|20009|~|83541_ca_object_representations_media_10479_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","4462","3204","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/52235_ca_object_representations_media_10479_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/83541_ca_object_representations_media_10479_original.jpg","https://palarchive.org/index.php/Detail/objects/20009/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:46","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5f83qj5/manifest"
"63","ark:/13030/m5x99p9k","ark:/21198/z1325fjz","","Work","20.0","0020.01.0063|~|20010|~|68230_ca_object_representations_media_10480_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","ara","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","4530","3204","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/32897_ca_object_representations_media_10480_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/68230_ca_object_representations_media_10480_original.jpg","https://palarchive.org/index.php/Detail/objects/20010/lang/en_US","The Palestinian Museum ","info@palarchive.org","","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:46","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5x99p9k/manifest"
"64","ark:/13030/m55v0xg0","ark:/21198/z1325fjz","","Work","20.0","0020.01.0064|~|20011|~|791_ca_object_representations_media_10481_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","3204","4062","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/83842_ca_object_representations_media_10481_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/791_ca_object_representations_media_10481_original.jpg","https://palarchive.org/index.php/Detail/objects/20011/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:46","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55v0xg0/manifest"
"65","ark:/13030/m52305rz","ark:/21198/z1325fjz","","Work","20.0","0020.01.0065|~|20012|~|3390_ca_object_representations_media_10482_original.jpg","The Young Muslim Women Association Collection - Jerusalem","Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس","Kindergartners while Receiving an In-kind Donations, from the Young Muslim Women Association in Jerusalem","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.|~|أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","Nabila en-Natsheh (Senior secretary at the Jerusalem Young Muslim Women Association), interview with PMDA researcher Lama Ghosheh, December 2018, non-transcript, the Palestinian Museum Digital Archive.","color photographs","","still image","","","جمعية الشابات المسلمات - القدس","[31.7053821,35.2024425]","","","image/jpeg","4570","3204","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/3995_ca_object_representations_media_10482_preview.jpg","https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/4/3390_ca_object_representations_media_10482_original.jpg","https://palarchive.org/index.php/Detail/objects/20012/lang/en_US","The Palestinian Museum ","info@palarchive.org","loan","good; 224","","The Young Muslim Women Association Collection - Jerusalem | Jerusalem Young Women Muslim Association Sub-collection 1: Photographs","19 July 2018 at 13:43:46","9 March 2021 at 19:26:46","Kindergartners while receiving an in-kind donations, from the Young Muslim Women Association in Jerusalem. That was during the association's donations distribution in the camps of Dheisheh and al-Azza.","أطفال روضة خلال استلامهم لتبرعات عينية من جمعية الشابات المسلمات في القدس، خلال توزيع الجمعية لتبرعات في مخيمي الدهيشة والعزة.","color photographs","","","","https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm52305rz/manifest"
