ark:/13030/m50k9x2q,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0014|~|114511|~|64765_ca_object_representations_media_73868_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1714,1478,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/16711_ca_object_representations_media_73868_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/64765_ca_object_representations_media_73868_original.jpg,https://palarchive.org/index.php/Detail/objects/114511/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:25,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5vt9dmv,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0015|~|114512|~|11358_ca_object_representations_media_73869_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1736,1479,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/29176_ca_object_representations_media_73869_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/11358_ca_object_representations_media_73869_original.jpg,https://palarchive.org/index.php/Detail/objects/114512/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:25,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5841djr,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0016|~|114513|~|54420_ca_object_representations_media_73870_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1736,1447,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/1654_ca_object_representations_media_73870_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/54420_ca_object_representations_media_73870_original.jpg,https://palarchive.org/index.php/Detail/objects/114513/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:25,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5gn5vrc,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0017|~|114514|~|93686_ca_object_representations_media_73871_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1704,1447,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/40018_ca_object_representations_media_73871_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/93686_ca_object_representations_media_73871_original.jpg,https://palarchive.org/index.php/Detail/objects/114514/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:25,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5744cft,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0018|~|114515|~|67771_ca_object_representations_media_73872_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1736,1447,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/21511_ca_object_representations_media_73872_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/67771_ca_object_representations_media_73872_original.jpg,https://palarchive.org/index.php/Detail/objects/114515/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:25,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5fn8tpw,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0019|~|114516|~|71259_ca_object_representations_media_73873_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,3282,1447,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/35640_ca_object_representations_media_73873_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/71259_ca_object_representations_media_73873_original.jpg,https://palarchive.org/index.php/Detail/objects/114516/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:25,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m53c3mn6,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0020|~|114517|~|89863_ca_object_representations_media_73874_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1736,1447,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/27798_ca_object_representations_media_73874_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/89863_ca_object_representations_media_73874_original.jpg,https://palarchive.org/index.php/Detail/objects/114517/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:26,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5tv2cfk,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0021|~|114518|~|89066_ca_object_representations_media_73875_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1735,1446,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/45282_ca_object_representations_media_73875_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/89066_ca_object_representations_media_73875_original.jpg,https://palarchive.org/index.php/Detail/objects/114518/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:26,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m54c0nsk,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0022|~|114519|~|40337_ca_object_representations_media_73877_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1735,1446,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/37885_ca_object_representations_media_73877_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/40337_ca_object_representations_media_73877_original.jpg,https://palarchive.org/index.php/Detail/objects/114519/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:26,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5zm3459,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0023|~|114520|~|15890_ca_object_representations_media_73878_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1735,1446,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/49541_ca_object_representations_media_73878_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/15890_ca_object_representations_media_73878_original.jpg,https://palarchive.org/index.php/Detail/objects/114520/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:26,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m59w830d,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0024|~|114521|~|73502_ca_object_representations_media_73879_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1904,1584,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/41461_ca_object_representations_media_73879_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/73502_ca_object_representations_media_73879_original.jpg,https://palarchive.org/index.php/Detail/objects/114521/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:27,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5r28nwf,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0025|~|114522|~|65908_ca_object_representations_media_73880_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1693,1404,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/7647_ca_object_representations_media_73880_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/65908_ca_object_representations_media_73880_original.jpg,https://palarchive.org/index.php/Detail/objects/114522/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:27,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5m97x71,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0026|~|114523|~|12375_ca_object_representations_media_73881_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1735,1446,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/45543_ca_object_representations_media_73881_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/12375_ca_object_representations_media_73881_original.jpg,https://palarchive.org/index.php/Detail/objects/114523/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:27,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5647b7j,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0027|~|114524|~|10392_ca_object_representations_media_73882_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,3239,4823,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/93572_ca_object_representations_media_73882_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/10392_ca_object_representations_media_73882_original.jpg,https://palarchive.org/index.php/Detail/objects/114524/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:27,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m52c6kht,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0028|~|114525|~|11488_ca_object_representations_media_73883_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1588,1447,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/75519_ca_object_representations_media_73883_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/11488_ca_object_representations_media_73883_original.jpg,https://palarchive.org/index.php/Detail/objects/114525/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:27,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5bw5457,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0029|~|114526|~|70748_ca_object_representations_media_73884_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1736,1447,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/55675_ca_object_representations_media_73884_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/70748_ca_object_representations_media_73884_original.jpg,https://palarchive.org/index.php/Detail/objects/114526/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:27,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5cp4rf4,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0030|~|114527|~|94351_ca_object_representations_media_73885_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,1735,1446,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/13592_ca_object_representations_media_73885_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/94351_ca_object_representations_media_73885_original.jpg,https://palarchive.org/index.php/Detail/objects/114527/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:27,9 March 2021 at 11:31:46,,,,,,
ark:/13030/m5q31ms2,ark:/21198/z1fv45p3,,Work,116.0,0116.01.0031|~|114528|~|89730_ca_object_representations_media_73886_original.jpg,The Rula Alami Collection,,طابع بريدي استخدم في فلسطين في فترة الانتداب البريطاني,A postage stamp used in Palestine during the British Mandate,,,,heb|~|eng|~|ara,still image,1920 to 1948,1920/1948,,"[33.854721,35.862285]",,,image/jpeg,2135,3561,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/70485_ca_object_representations_media_73886_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/7/3/8/89730_ca_object_representations_media_73886_original.jpg,https://palarchive.org/index.php/Detail/objects/114528/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Rula Alami Collection,14 April 2019 at 10:49:28,9 March 2021 at 11:31:46,,,,,,
