Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
0,ark:/21198/z1896rj1,,,Collection,,,,,The Amjad Ghannam Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
51,ark:/13030/m5vn1zfg,ark:/21198/z1896rj1,,Work,101.0,0101.01.0055|~|91157|~|62251_ca_object_representations_media_68751_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة قرية المطلة قرب صفد,"Map of Metula, Safad","A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,1942; Date modified; June 1944; Date issued,1942/1944,,"[33.277232,35.578235]",,,image/jpeg,4047,5617,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/65217_ca_object_representations_media_68751_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/62251_ca_object_representations_media_68751_original.jpg,https://palarchive.org/index.php/Detail/objects/91157/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:46,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
52,ark:/13030/m57x3zfd,ark:/21198/z1896rj1,,Work,101.0,0101.01.0056|~|91158|~|16096_ca_object_representations_media_68752_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة البحر الميت,Map of the Dead Sea,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,September 2019; Date modified,2019-09,,"[31.5590287,35.4731895]",,,image/jpeg,3761,4617,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/15876_ca_object_representations_media_68752_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/16096_ca_object_representations_media_68752_original.jpg,https://palarchive.org/index.php/Detail/objects/91158/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:46,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
53,ark:/13030/m53565nw,ark:/21198/z1896rj1,,Work,101.0,0101.01.0057|~|91159|~|3472_ca_object_representations_media_68753_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة قرية قيسارية,Map of Caesarea,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,1929 to 1932; Date created,1929/1932,,"[32.519016,34.904544]",,,image/jpeg,5217,4485,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/42847_ca_object_representations_media_68753_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/3472_ca_object_representations_media_68753_original.jpg,https://palarchive.org/index.php/Detail/objects/91159/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:47,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
54,ark:/13030/m50d2g02,ark:/21198/z1896rj1,,Work,101.0,0101.01.0058|~|91160|~|99479_ca_object_representations_media_68754_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة جسر الشيخ حسين,Map of Jordan River Crossing,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,1932; Date created; 1943; Date issued,1932/1943,,"[31.874191,35.540801]",,,image/jpeg,5217,4333,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/27198_ca_object_representations_media_68754_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/99479_ca_object_representations_media_68754_original.jpg,https://palarchive.org/index.php/Detail/objects/91160/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:47,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
55,ark:/13030/m5gf8dr2,ark:/21198/z1896rj1,,Work,101.0,0101.01.0059|~|91161|~|86981_ca_object_representations_media_68755_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خربة السمرا قضاء نابلس,"Map of Khirbet Samra, Nablus","A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,1933; Date created; March 1942; Date modified; September 1948; Date issued,1933,,"[32.2226678,35.2621461]",,,image/jpeg,5246,4533,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/28566_ca_object_representations_media_68755_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/86981_ca_object_representations_media_68755_original.jpg,https://palarchive.org/index.php/Detail/objects/91161/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:47,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
56,ark:/13030/m54536qc,ark:/21198/z1896rj1,,Work,101.0,0101.01.0060|~|91162|~|93747_ca_object_representations_media_68756_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة بحيرة الحولة,Map of al-Houleh Lake,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,1932; Date created; July 1942; Date issued,1932/1942,,"[33.103333,35.609167]",,,image/jpeg,5255,4860,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/23348_ca_object_representations_media_68756_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/93747_ca_object_representations_media_68756_original.jpg,https://palarchive.org/index.php/Detail/objects/91162/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:47,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
57,ark:/13030/m5m695h7,ark:/21198/z1896rj1,,Work,101.0,0101.01.0061|~|91163|~|41502_ca_object_representations_media_68757_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة قرية قزازة جنوب الرملة,"Map of Qazazeh, Southern al-Ramla","A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,June 1930; Date created; July 1948; Date issued,1930/1948,,"[31.931566,34.872938]",,,image/jpeg,5284,4504,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/41872_ca_object_representations_media_68757_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/41502_ca_object_representations_media_68757_original.jpg,https://palarchive.org/index.php/Detail/objects/91163/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:48,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
58,ark:/13030/m56x6x91,ark:/21198/z1896rj1,,Work,101.0,0101.01.0062|~|91164|~|41836_ca_object_representations_media_68758_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة غور كبد في البلقاء الأردن,"Map of Ghour Kabid, Balqa' - Jordan","A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,1928 to 1933; Date created; 1944; Date issued,1905-04,,"[32.0666667,35.5666667]",,,image/jpeg,5520,4691,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/19333_ca_object_representations_media_68758_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/41836_ca_object_representations_media_68758_original.jpg,https://palarchive.org/index.php/Detail/objects/91164/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:48,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
59,ark:/13030/m5zd5p62,ark:/21198/z1896rj1,,Work,101.0,0101.01.0063|~|91165|~|32715_ca_object_representations_media_68759_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة مدينة رفح,Map of Rafah,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,1931; Date created; October 1948; Date issued,1931/1948,,"[31.2802667,34.2401914]",,,image/jpeg,5486,4713,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/8032_ca_object_representations_media_68759_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/32715_ca_object_representations_media_68759_original.jpg,https://palarchive.org/index.php/Detail/objects/91165/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:48,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
60,ark:/13030/m5k724bz,ark:/21198/z1896rj1,,Work,101.0,0101.01.0064|~|91166|~|77597_ca_object_representations_media_68760_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة تل جمّة في النقب,"Map of Tell Jemmeh, an-Naqab","A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,December 1931; Date created,1931-12,,"[31.387128,34.44544]",,,image/jpeg,5442,4535,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/63657_ca_object_representations_media_68760_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/77597_ca_object_representations_media_68760_original.jpg,https://palarchive.org/index.php/Detail/objects/91166/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:48,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
61,ark:/13030/m5p05tw2,ark:/21198/z1896rj1,,Work,101.0,0101.01.0065|~|91167|~|64681_ca_object_representations_media_68761_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة الشيخ نوران في النقب,"Map of Sheikh Nouran, an-Naqab","A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,May 1946; Date created,1946-05,,"[30.7140861,34.8757476]",,,image/jpeg,4812,4644,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/56091_ca_object_representations_media_68761_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/64681_ca_object_representations_media_68761_original.jpg,https://palarchive.org/index.php/Detail/objects/91167/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:48,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
62,ark:/13030/m5q02w1v,ark:/21198/z1896rj1,,Work,101.0,0101.01.0066|~|91168|~|16793_ca_object_representations_media_68762_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة خانيونس,Map of Khan Yunis,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,December 1931; Date created,1931-12,,"[31.3462005,34.3039986]",,,image/jpeg,5503,4713,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/63538_ca_object_representations_media_68762_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/16793_ca_object_representations_media_68762_original.jpg,https://palarchive.org/index.php/Detail/objects/91168/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:49,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
63,ark:/13030/m59q0mwh,ark:/21198/z1896rj1,,Work,101.0,0101.01.0067|~|91169|~|5026_ca_object_representations_media_68763_original.jpg,The Amjad Ghannam Collection,Amjad Ghannam Sub-collection 1: Maps,خارطة دير البلح,Map of Deir al Balah,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.|~|خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.",,maps,eng|~|heb,still image,November 1931; Date created,1931-11,,"[31.417139,34.350931]",,,image/jpeg,5533,4574,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/60715_ca_object_representations_media_68763_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/8/7/5026_ca_object_representations_media_68763_original.jpg,https://palarchive.org/index.php/Detail/objects/91169/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Amjad Ghannam Sub-collection 1: Maps | The Amjad Ghannam Collection,18 February 2019 at 10:35:49,9 March 2021 at 11:42:15,"A map showing borders, roads, sacred places, topographical nature of hills, plains, slopes, natural landscape, and planting types. The map was published during the British Mandate, and was modified by the Maps and Images Service of the Israeli Military Forces in the 1940s.",خارطة تُظهِر الحدود والطرق بأنواعها والأماكن المقدسة والطبيعة الطوبغرافية من تلال وسهول ومنحدرات والتشكيلة الطبيعية للأرض وأنواع المزروعات. نُشرت الخريطة فترة الانتداب البريطاني، تم إضافة تعديلات عليها من قِبَل خدمة الخرائط والصور التابعة للقوات العسكرية الاسرائيلية فترة الأربعينيات.,maps,,,
