Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
45,ark:/13030/m5xd8mzx,ark:/21198/z14j60rs,,Work,102.0,0102.01.0045|~|86757|~|77150_ca_object_representations_media_59961_original.jpg,Intimate Terrains Exhibition Collection,,بعدين,Afterwards,Mixed media textile.|~|وسائط متعددة على قماش.,,paintings,ara,still image,2008; Date created,2008.0,,,,جواد المالحي  2018|~|Jawad Al Malhi 2018,image/jpeg,3208,4256,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/17328_ca_object_representations_media_59961_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/77150_ca_object_representations_media_59961_original.jpg,https://palarchive.org/index.php/Detail/objects/86757/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:47,9 March 2021 at 11:46:33,Mixed media textile.,وسائط متعددة على قماش.,paintings,جواد المالحي  2018,Jawad Al Malhi 2018,
46,ark:/13030/m53565pb,ark:/21198/z14j60rs,,Work,102.0,0102.01.0046|~|86758|~|69377_ca_object_representations_media_59962_original.jpg,Intimate Terrains Exhibition Collection,,عودة إلى برج بابل,Tower of Babel Re-visited,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,2008; Date created,2008.0,,,,,image/jpeg,589,4800,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/82523_ca_object_representations_media_59962_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/69377_ca_object_representations_media_59962_original.jpg,https://palarchive.org/index.php/Detail/objects/86758/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:48,9 March 2021 at 11:46:33,Digital printing.,طباعة رقمية.,color photographs,,,
47,ark:/13030/m516238b,ark:/21198/z14j60rs,,Work,102.0,0102.01.0047|~|86759|~|68899_ca_object_representations_media_59963_original.jpg,Intimate Terrains Exhibition Collection,,تشريح 1,Anatomy 1,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2012; Date created,2012.0,,,,,image/jpeg,3234,4660,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/76475_ca_object_representations_media_59963_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/68899_ca_object_representations_media_59963_original.jpg,https://palarchive.org/index.php/Detail/objects/86759/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:48,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
48,ark:/13030/m5wf1kt3,ark:/21198/z14j60rs,,Work,102.0,0102.01.0048|~|86760|~|96822_ca_object_representations_media_59964_original.jpg,Intimate Terrains Exhibition Collection,,شرنقة,Cocoon,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2009; Date created,2009.0,,,,,image/jpeg,5033,3346,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/42301_ca_object_representations_media_59964_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/96822_ca_object_representations_media_59964_original.jpg,https://palarchive.org/index.php/Detail/objects/86760/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:48,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
49,ark:/13030/m5rp0v47,ark:/21198/z14j60rs,,Work,102.0,0102.01.0049|~|86761|~|64885_ca_object_representations_media_59965_original.jpg,Intimate Terrains Exhibition Collection,,عروس عين الجوز,Ein al-Joz Bride,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2016; Date created,2016.0,,,,,image/jpeg,3579,4943,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/73564_ca_object_representations_media_59965_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/64885_ca_object_representations_media_59965_original.jpg,https://palarchive.org/index.php/Detail/objects/86761/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
50,ark:/13030/m5sn7w65,ark:/21198/z14j60rs,,Work,102.0,0102.01.0050|~|86762|~|19557_ca_object_representations_media_59966_original.jpg,Intimate Terrains Exhibition Collection,,صبي أسد,Lion Boy,Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2015; Date created,2015.0,,,,,image/jpeg,4069,3058,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/9906_ca_object_representations_media_59966_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/19557_ca_object_representations_media_59966_original.jpg,https://palarchive.org/index.php/Detail/objects/86762/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
51,ark:/13030/m5zd5p7h,ark:/21198/z14j60rs,,Work,102.0,0102.01.0051|~|86763|~|31400_ca_object_representations_media_59967_original.jpg,Intimate Terrains Exhibition Collection,,ربيع عين كينيا (شلال 3),Spring at Ein Qinya (waterfall 3),Mixed media paper.|~|مواد متعددة على ورق.,,paintings,,still image,2015; Date created,2015.0,,,,,image/jpeg,1973,1384,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/31383_ca_object_representations_media_59967_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/31400_ca_object_representations_media_59967_original.jpg,https://palarchive.org/index.php/Detail/objects/86763/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Mixed media paper.,مواد متعددة على ورق.,paintings,,,
52,ark:/13030/m5mx03fb,ark:/21198/z14j60rs,,Work,102.0,0102.01.0052|~|86764|~|68369_ca_object_representations_media_60064_original.jpg,Intimate Terrains Exhibition Collection,,سنتيمتر واحد من دموعي,One Drop of My Tears,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1990; Date created,1990.0,,,,,image/jpeg,1500,1500,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/49227_ca_object_representations_media_60064_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/6/0/0/68369_ca_object_representations_media_60064_original.jpg,https://palarchive.org/index.php/Detail/objects/86764/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Digital printing.,طباعة رقمية.,color photographs,,,
53,ark:/13030/m5h7823n,ark:/21198/z14j60rs,,Work,102.0,0102.01.0053|~|86765|~|62719_ca_object_representations_media_59968_original.jpg,Intimate Terrains Exhibition Collection,,سنتيمتر واحد من دمي,One Centimeter of My Blood,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1999; Date created,1999.0,,,,,image/jpeg,1500,1500,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/85701_ca_object_representations_media_59968_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/62719_ca_object_representations_media_59968_original.jpg,https://palarchive.org/index.php/Detail/objects/86765/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:49,9 March 2021 at 11:46:33,Digital printing.,طباعة رقمية.,color photographs,,,
54,ark:/13030/m5tn4xfw,ark:/21198/z14j60rs,,Work,102.0,0102.01.0054|~|86766|~|28157_ca_object_representations_media_59972_original.jpg,Intimate Terrains Exhibition Collection,,حبّة واحدة من ترابي,One Grain of My Soil,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1999; Date created,1999.0,,,,,image/jpeg,1500,1500,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/80451_ca_object_representations_media_59972_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/28157_ca_object_representations_media_59972_original.jpg,https://palarchive.org/index.php/Detail/objects/86766/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:50,9 March 2021 at 11:46:32,Digital printing.,طباعة رقمية.,color photographs,,,
55,ark:/13030/m5nw74h8,ark:/21198/z14j60rs,,Work,102.0,0102.01.0055|~|86767|~|50921_ca_object_representations_media_59973_original.jpg,Intimate Terrains Exhibition Collection,,سنتيمتر واحد من رملي,One Centimeter of My Sand,Digital printing.|~|طباعة رقمية.,,color photographs,,still image,1999; Date created,1999.0,,,,,image/jpeg,1500,1500,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/49919_ca_object_representations_media_59973_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/9/9/50921_ca_object_representations_media_59973_original.jpg,https://palarchive.org/index.php/Detail/objects/86767/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Intimate Terrains Exhibition Collection,5 February 2019 at 11:18:50,9 March 2021 at 11:46:32,Digital printing.,طباعة رقمية.,color photographs,,,
