Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1d27h8r,,,Collection,,,,,The Yousef Qutob Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5z96zfv,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0263|~|89738|~|61348_ca_object_representations_media_58748_original.jpg,The Yousef Qutob Collection,,تخريج دورة مقاتلين في احتفالات الثورة 1981,"Graduation Fighters in the revolution celebrations, in 1981","A photo of black and white for the Fighters' graduation in the revolution celebrations|~|صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء تخريج دورة مقاتلين في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح.","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1981,1981-01-01,,"صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء تخريج دورة مقاتلين في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح. [33.8937913,35.5017767]",,تخريج دورة مقاتلين في ذكرى انطلاقة الثورة في بيروت 1/1/1981 :عدسة يوسف القطب|~|A photo for the Fighters' graduation in the revolution celebrations in Beirut 1/1/1981 by Yousef Qutub,image/jpeg,1082,1559,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/34970_ca_object_representations_media_58748_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/61348_ca_object_representations_media_58748_original.jpg,https://palarchive.org/index.php/Detail/objects/89738/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:47,23 March 2021 at 8:40:33,A photo of black and white for the Fighters' graduation in the revolution celebrations,"صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء تخريج دورة مقاتلين في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح.",black-and-white photographs,تخريج دورة مقاتلين في ذكرى انطلاقة الثورة في بيروت 1/1/1981 :عدسة يوسف القطب,A photo for the Fighters' graduation in the revolution celebrations in Beirut 1/1/1981 by Yousef Qutub,
ark:/13030/m5fr7gr9,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0264|~|89739|~|33437_ca_object_representations_media_58749_original.jpg,The Yousef Qutob Collection,,تخريج دورة مقاتلين في احتفالات الثورة 1981,"Graduation Fighters in the revolution celebrations, in 1981","A photo of black and white for the Fighters' graduation in the revolution celebrations|~|صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء تخريج دورة مقاتلين في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح.","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1981,1981-01-01,,"صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء تخريج دورة مقاتلين في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح. [33.8937913,35.5017767]",,تخريج دورة مقاتلين في ذكرى انطلاقة الثوره في بيروت 1/1/1981 :عدسة يوسف القطب|~|A photo for the Fighters' graduation in the revolution celebrations in Beirut 1/1/1981 by Yousef Qutub,image/jpeg,964,1500,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/96664_ca_object_representations_media_58749_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/33437_ca_object_representations_media_58749_original.jpg,https://palarchive.org/index.php/Detail/objects/89739/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:48,23 March 2021 at 8:40:33,A photo of black and white for the Fighters' graduation in the revolution celebrations,"صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء تخريج دورة مقاتلين في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح.",black-and-white photographs,تخريج دورة مقاتلين في ذكرى انطلاقة الثوره في بيروت 1/1/1981 :عدسة يوسف القطب,A photo for the Fighters' graduation in the revolution celebrations in Beirut 1/1/1981 by Yousef Qutub,
ark:/13030/m5b35fd5,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0265|~|89740|~|31763_ca_object_representations_media_58750_original.jpg,The Yousef Qutob Collection,,مقاتلين اثناء عرض عسكري في احتفالات الثورة,Fighters during a military parade in the revolution celebrations,"A photo showing Palestinian fighters during a military parade in one of the ""Revolution celebrations"" marking the launch of Fatah|~|صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء عرض عسكري في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح.","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1980,1980-01-01,,"صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء عرض عسكري في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح. [33.8937913,35.5017767]",,احتفالات انطلاقة الثوره في بيروت 1/11980 عدسة يوسف القطب|~|The launch of the revolution's celebrations in Beirut 1/1/1980: Taken by Yousef Qutub.,image/jpeg,3876,5454,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/27681_ca_object_representations_media_58750_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/31763_ca_object_representations_media_58750_original.jpg,https://palarchive.org/index.php/Detail/objects/89740/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:48,23 March 2021 at 8:40:33,"A photo showing Palestinian fighters during a military parade in one of the ""Revolution celebrations"" marking the launch of Fatah","صورة غير ملونة يظهر فيها مقاتلون فلسطينيون أثناء عرض عسكري في احد ""احتفالات الثورة"" وهي احتفالات بمناسبة انطلاقة فتح.",black-and-white photographs,احتفالات انطلاقة الثوره في بيروت 1/11980 عدسة يوسف القطب,The launch of the revolution's celebrations in Beirut 1/1/1980: Taken by Yousef Qutub.,
ark:/13030/m5dv951n,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0266|~|89741|~|57100_ca_object_representations_media_58751_original.jpg,The Yousef Qutob Collection,,"طفلة من زهرات الكشافة في ""احتفالات الثورة"" عام 1981","A girl from junior girl scouts in the ""revolution celebrations"", in 1981","A colored photo of a child during her participation in scouts at the ""Revolution celebrations"" in Beirut, in 1981|~|صورة ملونة لطفلة من زهرات الثورة، أثناء مشاركتها في الكشافة في ""احتفالات الثورة"" ببيروت عام 1981.","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1 January 1981,1981-01-01,,"صورة ملونة لطفلة من زهرات الثورة، أثناء مشاركتها في الكشافة في ""احتفالات الثورة"" ببيروت عام 1981. [33.8937913,35.5017767]",,احتفالات في ذكرى الانطلاقه في بيروت1/1/1981 عدسة يوسف القطب|~|The launch of the revolution's celebrations in Beirut 1/1/1981: Taken by Yousef Qutub.,image/jpeg,5516,3666,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/72785_ca_object_representations_media_58751_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/57100_ca_object_representations_media_58751_original.jpg,https://palarchive.org/index.php/Detail/objects/89741/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:48,23 March 2021 at 8:40:33,"A colored photo of a child during her participation in scouts at the ""Revolution celebrations"" in Beirut, in 1981","صورة ملونة لطفلة من زهرات الثورة، أثناء مشاركتها في الكشافة في ""احتفالات الثورة"" ببيروت عام 1981.",color photographs,احتفالات في ذكرى الانطلاقه في بيروت1/1/1981 عدسة يوسف القطب,The launch of the revolution's celebrations in Beirut 1/1/1981: Taken by Yousef Qutub.,
ark:/13030/m5k7245q,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0267|~|89742|~|9792_ca_object_representations_media_58752_original.jpg,The Yousef Qutob Collection,,طفلات من روضة الشهيدة دلال المغربي,Children from the shaheed Dalal al-Mughraby Kindergarten,"A colored photo showing two girls from the Dalal al-Mughraby Kindergarten during their participation in the commemoration of Fatah's launch in Beirut, in 1981.|~|صورة غير ملونة، تظهر فيها طفلتين من روضة الشهيدة دلال المغربي أثناء مشاركتهن في احياء ذكرى انطلاقة فتح (في ""احتفالات الثورة"") بالعاصمة اللبنانية بيروت عام 1981.","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1981,1981-01-01,,"صورة غير ملونة، تظهر فيها طفلتين من روضة الشهيدة دلال المغربي أثناء مشاركتهن في احياء ذكرى انطلاقة فتح (في ""احتفالات الثورة"") بالعاصمة اللبنانية بيروت عام 1981. [33.8728994,35.4969011]",,احنفالات الثورة في ذكرى الانطلاقة في بيروت الجامعه العربيه 1/1/1981 عدسة يوسف القطب|~|The launch of the revolution's celebrations in Beirut 1/1/1981: Taken by Yousef Qutub.,image/jpeg,3922,5328,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/4798_ca_object_representations_media_58752_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/9792_ca_object_representations_media_58752_original.jpg,https://palarchive.org/index.php/Detail/objects/89742/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:48,23 March 2021 at 8:40:33,"A colored photo showing two girls from the Dalal al-Mughraby Kindergarten during their participation in the commemoration of Fatah's launch in Beirut, in 1981.","صورة غير ملونة، تظهر فيها طفلتين من روضة الشهيدة دلال المغربي أثناء مشاركتهن في احياء ذكرى انطلاقة فتح (في ""احتفالات الثورة"") بالعاصمة اللبنانية بيروت عام 1981.",black-and-white photographs,احنفالات الثورة في ذكرى الانطلاقة في بيروت الجامعه العربيه 1/1/1981 عدسة يوسف القطب,The launch of the revolution's celebrations in Beirut 1/1/1981: Taken by Yousef Qutub.,
ark:/13030/m5sr6kf7,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0268|~|89743|~|1140_ca_object_representations_media_58753_original.jpg,The Yousef Qutob Collection,,ياسر عرفات يلقي خطابا بمناسبة ذكرى انطلاقة فتح عام 1977,Yaser ʿarafat gives a speech on the anniversary of the Fatah movement in 1977,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".|~|صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1977,1977-01-01,,"صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"". [33.8937913,35.5017767]",,احتفالات الثورة في الملعب البلدي 1/1/1977 عدسة: يوسف القطب|~|Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,image/jpeg,3600,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/56349_ca_object_representations_media_58753_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/1140_ca_object_representations_media_58753_original.jpg,https://palarchive.org/index.php/Detail/objects/89743/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:48,23 March 2021 at 8:40:33,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".","صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".",black-and-white photographs,احتفالات الثورة في الملعب البلدي 1/1/1977 عدسة: يوسف القطب,Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,
ark:/13030/m5p05tqt,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0269|~|89744|~|65342_ca_object_representations_media_58754_original.jpg,The Yousef Qutob Collection,,ياسر عرفات يلقي خطابا بمناسبة ذكرى انطلاقة فتح عام 1977,Yaser ʿarafat gives a speech on the anniversary of the Fatah movement in 1977,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".|~|صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1977,1977-01-01,,"صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"". [33.8937913,35.5017767]",,احتفالات الثورة في الملعب البلدي 1/1/1977 عدسة : يوسف القطب|~|Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,image/jpeg,3536,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/4707_ca_object_representations_media_58754_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/65342_ca_object_representations_media_58754_original.jpg,https://palarchive.org/index.php/Detail/objects/89744/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:48,23 March 2021 at 8:40:33,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".","صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".",black-and-white photographs,احتفالات الثورة في الملعب البلدي 1/1/1977 عدسة : يوسف القطب,Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,
ark:/13030/m55v15j5,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0270|~|89745|~|8981_ca_object_representations_media_58755_original.jpg,The Yousef Qutob Collection,,ياسر عرفات يلقي خطابا بمناسبة ذكرى انطلاقة فتح عام 1977,Yaser ʿarafat gives a speech on the anniversary of the Fatah movement in 1977,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".|~|صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1977,1977-01-01,,"صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"". [33.8937913,35.5017767]",,احتفالا الثورة في الملعب البلدي 1/1/1977 عدسة: يوسف القطب|~|Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,image/jpeg,5248,3360,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/28203_ca_object_representations_media_58755_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/8981_ca_object_representations_media_58755_original.jpg,https://palarchive.org/index.php/Detail/objects/89745/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:49,23 March 2021 at 8:40:33,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".","صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".",black-and-white photographs,احتفالا الثورة في الملعب البلدي 1/1/1977 عدسة: يوسف القطب,Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,
ark:/13030/m5dg4b85,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0271|~|89746|~|22086_ca_object_representations_media_58756_original.jpg,The Yousef Qutob Collection,,ياسر عرفات يلقي خطابا بمناسبة ذكرى انطلاقة فتح عام 1977,Yaser ʿarafat gives a speech on the anniversary of the Fatah movement in 1977,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".|~|صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1977,1977-01-01,,"صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"". [33.8937913,35.5017767]",,احتفالا الثورة في الملعب البلدي 1/1/1977 عدسة: يوسف القطب|~|Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,image/jpeg,3568,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/5771_ca_object_representations_media_58756_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/22086_ca_object_representations_media_58756_original.jpg,https://palarchive.org/index.php/Detail/objects/89746/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:49,23 March 2021 at 8:40:33,"A photo showing Abu Ammar giving a speech at the municipal stadium in Beirut, on the anniversary of the launch of Fatah movement during the ""Revolution celebrations"".","صورة غير ملونة، يظهر فيها أبو عمار وهو يلقي خطابا في الملعب البلدي بالعاصمة اللبنانية بيروت، وذلك بمناسبة ذكرى انطلاقة حركة فتح أثناء ""احتفالات الثورة"".",black-and-white photographs,احتفالا الثورة في الملعب البلدي 1/1/1977 عدسة: يوسف القطب,Revolution celebrations in the Municipal Stadium 1/1/1977 by Yousef Al-Qutub,
ark:/13030/m59m1x9z,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0272|~|89747|~|10157_ca_object_representations_media_58757_original.jpg,The Yousef Qutob Collection,,مشاركة زهرات الثورة في احتفالات الثورة عام 1980,The participation of Zahrat Al Thawra in the revolution celebrations,"A photo showing young girls scout while participating in the celebrations marking the launch of the Fatah movement, which took place in the Arab League in Beirut.|~|صورة غير ملونة، تظهر فيها زهرات الثورة أثناء المشاركة في احفلات احياء ذكرى انطلاقة حركة فتح، التي جرت في الجامعة العربية الواقعة في العاصمة اللبنانية بيروت.","Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1980,1980-01-01,,"صورة غير ملونة، تظهر فيها زهرات الثورة أثناء المشاركة في احفلات احياء ذكرى انطلاقة حركة فتح، التي جرت في الجامعة العربية الواقعة في العاصمة اللبنانية بيروت. [33.8728994,35.4969011]",,احتفالا الثورة في منطقة الجامعة العربية 1/1/1980 عدسة: يوسف القطب|~|Revolution celebrations in the Arab League area 1/1/1977 by Yousef Al-Qutub,image/jpeg,3584,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/71546_ca_object_representations_media_58757_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/10157_ca_object_representations_media_58757_original.jpg,https://palarchive.org/index.php/Detail/objects/89747/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:49,23 March 2021 at 8:40:33,"A photo showing young girls scout while participating in the celebrations marking the launch of the Fatah movement, which took place in the Arab League in Beirut.",صورة غير ملونة، تظهر فيها زهرات الثورة أثناء المشاركة في احفلات احياء ذكرى انطلاقة حركة فتح، التي جرت في الجامعة العربية الواقعة في العاصمة اللبنانية بيروت.,black-and-white photographs,احتفالا الثورة في منطقة الجامعة العربية 1/1/1980 عدسة: يوسف القطب,Revolution celebrations in the Arab League area 1/1/1977 by Yousef Al-Qutub,
ark:/13030/m55b7nmz,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0273|~|89748|~|35185_ca_object_representations_media_58758_original.jpg,The Yousef Qutob Collection,,مشاركة مدارس اطفال سوق الغرب باحتفالات الثورة,Western Market Schools participate in celebrations of the revolution,A photo of black and white for the Western Market Schools participate in celebrations of the revolution|~|صورة غير ملونة، لاحتفالات الثورة أثناء مشاركة مدارس اطفال سوق الغرب فيها عام 1978.,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1978,1978-01-01,,,,مدارس اطفال سوق الغرب في احتفالات الثورة 1/1/78 عدسى : يوسف القطب|~|Western Market Schools in revolution celebrations 1/1/1978 by Yousef Al-Qutub,image/jpeg,3552,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/61254_ca_object_representations_media_58758_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/35185_ca_object_representations_media_58758_original.jpg,https://palarchive.org/index.php/Detail/objects/89748/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:49,23 March 2021 at 8:40:33,A photo of black and white for the Western Market Schools participate in celebrations of the revolution,صورة غير ملونة، لاحتفالات الثورة أثناء مشاركة مدارس اطفال سوق الغرب فيها عام 1978.,black-and-white photographs,مدارس اطفال سوق الغرب في احتفالات الثورة 1/1/78 عدسى : يوسف القطب,Western Market Schools in revolution celebrations 1/1/1978 by Yousef Al-Qutub,
ark:/13030/m5cw23vz,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0274|~|89749|~|13124_ca_object_representations_media_58759_original.jpg,The Yousef Qutob Collection,,مشاركة مدارس اطفال سوق الغرب باحتفالات الثورة,Western Market Schools participate in celebrations of the revolution,A photo of black and white for the Western Market Schools participate in celebrations of the revolution|~|صورة غير ملونة، لاحتفالات الثورة أثناء مشاركة مدارس اطفال سوق الغرب فيها عام 1978.,"Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1978,1978-01-01,,,,مدارس اطفال سوق الغرب في احتفالات الثورة 1/1/78 عدسة: يوسف القطب|~|Western Market Schools in revolution celebrations 1/1/1978 by Yousef Al-Qutub,image/jpeg,3552,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/5326_ca_object_representations_media_58759_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/13124_ca_object_representations_media_58759_original.jpg,https://palarchive.org/index.php/Detail/objects/89749/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:49,23 March 2021 at 8:40:33,A photo of black and white for the Western Market Schools participate in celebrations of the revolution,صورة غير ملونة، لاحتفالات الثورة أثناء مشاركة مدارس اطفال سوق الغرب فيها عام 1978.,black-and-white photographs,مدارس اطفال سوق الغرب في احتفالات الثورة 1/1/78 عدسة: يوسف القطب,Western Market Schools in revolution celebrations 1/1/1978 by Yousef Al-Qutub,
ark:/13030/m5fc2p07,ark:/21198/z1d27h8r,,Work,100.0,0100.01.0275|~|89750|~|56337_ca_object_representations_media_58760_original.jpg,The Yousef Qutob Collection,,"ياسر عرفات في ""احتفالات الثورة"" 1980","Yaser ʿarafat in the ""revolution celebrations"" in 1980","A photo showing Yaser ʿarafat while he was attending a ""revolution celebrations"" in Beirut, in 1980.|~|صورة غير ملونة، يظهر فيها ياسر عرفات أثناء تواجده في احد ""احتفالات الثورة"" بالعاصمة اللبنانية بيروت عام 1980."," Yousef al-Qutob (Photographer and journalist at the Palestinian News & Information Agency - WAFA), recorded interview with PMDA researcher Samar Ozrail, July 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,ara,still image,1 January 1980,1980-01-01,,"صورة غير ملونة، يظهر فيها ياسر عرفات أثناء تواجده في احد ""احتفالات الثورة"" بالعاصمة اللبنانية بيروت عام 1980. [33.8728994,35.4969011]",,احتفالات الثورة في منطقة الجامعة العربية 1/1/1980 عدسة : يوسف القطب|~|Revolution celebrations in the Arab League area 1/1/1980 by Yousef Al-Qutub,image/jpeg,3568,5040,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/84066_ca_object_representations_media_58760_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/8/7/56337_ca_object_representations_media_58760_original.jpg,https://palarchive.org/index.php/Detail/objects/89750/lang/en_US,The Palestinian Museum ,info@palarchive.org,,,,The Yousef Qutob Collection,13 February 2019 at 12:12:49,23 March 2021 at 8:40:33,"A photo showing Yaser ʿarafat while he was attending a ""revolution celebrations"" in Beirut, in 1980.","صورة غير ملونة، يظهر فيها ياسر عرفات أثناء تواجده في احد ""احتفالات الثورة"" بالعاصمة اللبنانية بيروت عام 1980.",black-and-white photographs,احتفالات الثورة في منطقة الجامعة العربية 1/1/1980 عدسة : يوسف القطب,Revolution celebrations in the Arab League area 1/1/1980 by Yousef Al-Qutub,
