,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
10,ark:/13030/m5rg3m7r,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0011|~|199717|~|31267_ca_object_representations_media_148770_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,أميّة وسمّية وختام حواري,"Umayya, Sumayya, and Khitam Huwwary",,,black-and-white photographs,ara,still image,,,,,Social History|~|Women,"أمية من اليمين سمية من اليسار ختام|~|Umayya, Right. Sumayya, Left. Khitam",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/49458_ca_object_representations_media_148770_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/31267_ca_object_representations_media_148770_original.jpg,https://palarchive.org/index.php/Detail/objects/199717/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:16,27 September 2022 at 9:14:52,,,black-and-white photographs,أمية من اليمين سمية من اليسار ختام,"Umayya, Right. Sumayya, Left. Khitam",
11,ark:/13030/m5kd9q4p,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0012|~|199718|~|39221_ca_object_representations_media_148772_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,عباس وغادة وعلاء وعمار حواري,"ʿabbas, Ghada, ʿalaʾ, and ʿammar Huwwary",,,black-and-white photographs,ara,still image,15 January 1967; Date created,1967-01-15,,,Social History|~|Women,"5-10-1386هـ 15-1-1967م عباس، غاده، علاء، عمار|~|5-10-1386 Hijri 15-1-1967 GC ʿabbas, Ghada, ʿalaʾ, and ʿammar",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/95538_ca_object_representations_media_148772_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/39221_ca_object_representations_media_148772_original.jpg,https://palarchive.org/index.php/Detail/objects/199718/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:16,27 September 2022 at 9:14:52,,,black-and-white photographs,5-10-1386هـ 15-1-1967م عباس، غاده، علاء، عمار,"5-10-1386 Hijri 15-1-1967 GC ʿabbas, Ghada, ʿalaʾ, and ʿammar",
12,ark:/13030/m55v1bp1,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0013|~|199719|~|24461_ca_object_representations_media_148774_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,صالحة عباس حواري,Ṣaliha ʿabbas Huwwary,,,black-and-white photographs,ara,still image,,,,,Social History|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/63079_ca_object_representations_media_148774_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/24461_ca_object_representations_media_148774_original.jpg,https://palarchive.org/index.php/Detail/objects/199719/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:16,27 September 2022 at 9:14:52,,,black-and-white photographs,,,
13,ark:/13030/m52g5dn6,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0014|~|199720|~|62917_ca_object_representations_media_148776_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,صالحة عباس حواري وطفلها أحمد,Ṣaliha ʿabbas Huwwary with Her Son Ahmad,,,black-and-white photographs,ara,still image,,,,,Social History|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/44035_ca_object_representations_media_148776_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/62917_ca_object_representations_media_148776_original.jpg,https://palarchive.org/index.php/Detail/objects/199720/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:16,27 September 2022 at 9:14:53,,,black-and-white photographs,,,
14,ark:/13030/m5dc5t15,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0017|~|199723|~|53001_ca_object_representations_media_148781_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,جمال وافتخار حواري,Jamal and Iftikhar Huwwary,,,black-and-white photographs,ara,still image,,,,,Social History|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/6517_ca_object_representations_media_148781_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/53001_ca_object_representations_media_148781_original.jpg,https://palarchive.org/index.php/Detail/objects/199723/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:17,27 September 2022 at 9:14:54,,,black-and-white photographs,,,
15,ark:/13030/m516287z,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0018|~|199724|~|56659_ca_object_representations_media_148783_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,صالحة وبشار وبهاء وأحمد حواري,"Ṣaliha, Bashshar, Bahaʾ, and Ahmad Huwwary",,,black-and-white photographs,ara,still image,8 May 1968; Date created,1968-05-08,,,Social History|~|Women,"صالحة عباس حواري بشار وبهاء وأحمد 8أيار 1968 DAMAS|~|Ṣaliha ʿabbas Huwwary Bashshar, Bahaʾ, and Ahmad May 8, 1968 DAMAS",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/6723_ca_object_representations_media_148783_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/56659_ca_object_representations_media_148783_original.jpg,https://palarchive.org/index.php/Detail/objects/199724/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:17,27 September 2022 at 9:14:54,,,black-and-white photographs,صالحة عباس حواري بشار وبهاء وأحمد 8أيار 1968 DAMAS,"Ṣaliha ʿabbas Huwwary Bashshar, Bahaʾ, and Ahmad May 8, 1968 DAMAS",
16,ark:/13030/m5xq4x4g,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0019|~|199725|~|75482_ca_object_representations_media_148785_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,عدد من وجهاء عائلة الحواري,Dignitaries from al-Huwwary Family,"A black-and-white photograph of a number of dignitaries from al-Huwwary family. From right to left: Ahmad ʿabdur-Rahman Huwwary (Abu Rida), Muhammad ʿaly Huwwary (Abu Waṣef), and sheikh Ibrahim ʿaly Huwwary (Abu Saʿd).|~|صورة غير ملونة لعدد من وجهاء عائلة حواري وهم من اليمين: أحمد عبد الرحمن حواري (أبو رضا) ومحمد علي حواري (أبو واصف)، والشيخ إبراهيم علي حواري (أبو سعد).",,black-and-white photographs,ara,still image,,,,,Social History|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/66418_ca_object_representations_media_148785_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/75482_ca_object_representations_media_148785_original.jpg,https://palarchive.org/index.php/Detail/objects/199725/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:17,27 September 2022 at 9:14:54,"A black-and-white photograph of a number of dignitaries from al-Huwwary family. From right to left: Ahmad ʿabdur-Rahman Huwwary (Abu Rida), Muhammad ʿaly Huwwary (Abu Waṣef), and sheikh Ibrahim ʿaly Huwwary (Abu Saʿd).",صورة غير ملونة لعدد من وجهاء عائلة حواري وهم من اليمين: أحمد عبد الرحمن حواري (أبو رضا) ومحمد علي حواري (أبو واصف)، والشيخ إبراهيم علي حواري (أبو سعد).,black-and-white photographs,,,
17,ark:/13030/m5v779tp,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0020|~|199726|~|38916_ca_object_representations_media_148787_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,بشار وراضي وهشام وبهاء واحمد حواري,"Bashshar, Rady, Hisham, Bahaʾ, and Ahmad Huwwary",,,black-and-white photographs,ara,still image,8 July 1970; Date created,1970-07-08,,,Social History|~|Women,"من اليمين، بشار راضي هشام بهاء أحمد إلى عمي العزيز عباس مع خالص تحياتنا لكم بدوام الصحة والعافية 8/7/1970|~|From right to left: Bashshar, Rady, Hisham, Bahaʾ, and Ahmad To my dear uncle ʿabbas with our sincere wishes for your good health 8/7/1970",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/96215_ca_object_representations_media_148787_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/38916_ca_object_representations_media_148787_original.jpg,https://palarchive.org/index.php/Detail/objects/199726/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:17,27 September 2022 at 9:14:55,,,black-and-white photographs,من اليمين، بشار راضي هشام بهاء أحمد إلى عمي العزيز عباس مع خالص تحياتنا لكم بدوام الصحة والعافية 8/7/1970,"From right to left: Bashshar, Rady, Hisham, Bahaʾ, and Ahmad To my dear uncle ʿabbas with our sincere wishes for your good health 8/7/1970",
18,ark:/13030/m5qg6k3c,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0021|~|199727|~|56547_ca_object_representations_media_148789_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,مجموعة فتيات من عائلة حواري,Girls from Hiwwari Family,"Shown in the photograph, right to left, Mawaheb Waṣef Hiwwari, Hakima Hiwwari, and Sawsan Dawud Hiwwari.|~|تظهر في الصور من اليمين، كل من: مواهب واصف حواري، حكيمة حواري، سوسن داوود حواري.",,black-and-white photographs,ara,still image,,,,,Social History|~|Women,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/45691_ca_object_representations_media_148789_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/56547_ca_object_representations_media_148789_original.jpg,https://palarchive.org/index.php/Detail/objects/199727/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:17,27 September 2022 at 9:14:55,"Shown in the photograph, right to left, Mawaheb Waṣef Hiwwari, Hakima Hiwwari, and Sawsan Dawud Hiwwari.",تظهر في الصور من اليمين، كل من: مواهب واصف حواري، حكيمة حواري، سوسن داوود حواري.,black-and-white photographs,,,
19,ark:/13030/m57q6qn8,ark:/21198/z16m8sfb,,Work,274.0,0274.01.0022|~|199728|~|4876_ca_object_representations_media_148791_original.jpg,The Abdel-Hamid Hiwwari Collection,Abdel-Hamid Hiwwari Sub-collection 1: Photographs,عباس حواري مع اطفاله,ʿabbas Hiwwari with His Children,"A black-and-white photograph shows ʿabbas Hiwwari with his children, right to left, Khitam, Kifah, Jihad, Niẓam, and Hakima.|~|صورة غير ملونة لعباس حواري مع أطفاله، وهم من اليمين: ختام وكفاح وجهاد ونظام وحكمية",,black-and-white photographs,ara,still image,,,,,Social History|~|Women,شقيقي أبا العباس من اليمين  ختام وكفاح  جهاد  نظام وحكمية ووالدهم عباس|~|My brother Abu al-ʿabbas  From right Khitam and Kifah Jihad Niẓam and Hakima And their father ʿabbas,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/44118_ca_object_representations_media_148791_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/8/7/4876_ca_object_representations_media_148791_original.jpg,https://palarchive.org/index.php/Detail/objects/199728/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,The Abdel-Hamid Hiwwari Collection | Abdel-Hamid Hiwwari Sub-collection 1: Photographs,10 December 2019 at 13:58:17,27 September 2022 at 9:14:55,"A black-and-white photograph shows ʿabbas Hiwwari with his children, right to left, Khitam, Kifah, Jihad, Niẓam, and Hakima.",صورة غير ملونة لعباس حواري مع أطفاله، وهم من اليمين: ختام وكفاح وجهاد ونظام وحكمية,black-and-white photographs,شقيقي أبا العباس من اليمين  ختام وكفاح  جهاد  نظام وحكمية ووالدهم عباس,My brother Abu al-ʿabbas  From right Khitam and Kifah Jihad Niẓam and Hakima And their father ʿabbas,
