Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1rg1dpv,,,Collection,,,,,The Cooperative Society for Olive Pressing in Beit Jala Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5tn4sf7,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0029|~|75093|~|93526_ca_object_representations_media_43510_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 1 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1975,Minutes of Session No. 1 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1975,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,9 September 1975,1975-09-09,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/27812_ca_object_representations_media_43510_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/93526_ca_object_representations_media_43510_original.jpg,https://palarchive.org/index.php/Detail/objects/75093/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:46,9 March 2021 at 12:04:35,,,,,Text,
ark:/13030/m5k4390w,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0030|~|75094|~|72665_ca_object_representations_media_43511_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 2 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1975,Minutes of Session No. 2 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1975,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,11 September 1975,1975-09-11,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/29086_ca_object_representations_media_43511_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/72665_ca_object_representations_media_43511_original.jpg,https://palarchive.org/index.php/Detail/objects/75094/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:46,9 March 2021 at 12:04:35,,,,,Text,
ark:/13030/m5nw70kh,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0031|~|75095|~|33908_ca_object_representations_media_43512_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 3 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1975,Minutes of Session No. 3 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1975,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,30 September 1975,1975-09-30,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/23479_ca_object_representations_media_43512_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/33908_ca_object_representations_media_43512_original.jpg,https://palarchive.org/index.php/Detail/objects/75095/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:46,9 March 2021 at 12:04:34,,,,,Text,
ark:/13030/m58417cf,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0032|~|75096|~|30038_ca_object_representations_media_43513_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 4 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1975,Minutes of Session No. 4 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1975,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,14 October 1975,1975-10-14,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/46071_ca_object_representations_media_43513_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/30038_ca_object_representations_media_43513_original.jpg,https://palarchive.org/index.php/Detail/objects/75096/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:46,9 March 2021 at 12:04:34,,,,,Text,
ark:/13030/m5dc5h57,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0033|~|75097|~|4067_ca_object_representations_media_43514_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 5 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1975,Minutes of Session No. 5 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1975,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,23 December 1975,1975-12-23,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/17996_ca_object_representations_media_43514_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/4067_ca_object_representations_media_43514_original.jpg,https://palarchive.org/index.php/Detail/objects/75097/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:47,9 March 2021 at 12:04:34,,,,,Text,
ark:/13030/m5q60501,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0034|~|75098|~|86022_ca_object_representations_media_43515_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 6 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 6 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,12 March 1976,1976-03-12,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/69400_ca_object_representations_media_43515_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/86022_ca_object_representations_media_43515_original.jpg,https://palarchive.org/index.php/Detail/objects/75098/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:47,9 March 2021 at 12:04:33,,,,,Text,
ark:/13030/m5j467wj,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0035|~|75099|~|60535_ca_object_representations_media_43516_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 7 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 7 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,17 May 1976,1976-05-17,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/52855_ca_object_representations_media_43516_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/60535_ca_object_representations_media_43516_original.jpg,https://palarchive.org/index.php/Detail/objects/75099/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:47,9 March 2021 at 12:04:33,,,,,Text,
ark:/13030/m52c6dbh,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0036|~|75100|~|19888_ca_object_representations_media_43517_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 8 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 8 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,20 May 1976,1976-05-20,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/1893_ca_object_representations_media_43517_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/19888_ca_object_representations_media_43517_original.jpg,https://palarchive.org/index.php/Detail/objects/75100/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:47,9 March 2021 at 12:04:32,,,,,Text,
ark:/13030/m5md6f8b,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0037|~|75101|~|35265_ca_object_representations_media_43518_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 9 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 9 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,21 June 1976,1976-06-21,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/32125_ca_object_representations_media_43518_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/35265_ca_object_representations_media_43518_original.jpg,https://palarchive.org/index.php/Detail/objects/75101/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:48,9 March 2021 at 12:04:32,,,,,Text,
ark:/13030/m5xq4m8j,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0038|~|75102|~|22083_ca_object_representations_media_43519_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 10 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 10 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,26 June 1976,1976-06-26,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/18779_ca_object_representations_media_43519_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/22083_ca_object_representations_media_43519_original.jpg,https://palarchive.org/index.php/Detail/objects/75102/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:48,9 March 2021 at 12:04:32,,,,,Text,
ark:/13030/m5p633v7,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0039|~|75103|~|3929_ca_object_representations_media_43520_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 11 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 11 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,27 June 1976,1976-06-27,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/30617_ca_object_representations_media_43520_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/3929_ca_object_representations_media_43520_original.jpg,https://palarchive.org/index.php/Detail/objects/75103/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:48,9 March 2021 at 12:04:31,,,,,Text,
ark:/13030/m5gn5pmh,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0040|~|75104|~|85795_ca_object_representations_media_43521_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 12 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 12 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,18 September 1976,1976-09-18,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/33837_ca_object_representations_media_43521_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/85795_ca_object_representations_media_43521_original.jpg,https://palarchive.org/index.php/Detail/objects/75104/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:49,9 March 2021 at 12:04:31,,,,,Text,
ark:/13030/m5h496sm,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0041|~|75105|~|54674_ca_object_representations_media_43522_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 13 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 13 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,12 October 1976,1976-10-12,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/23569_ca_object_representations_media_43522_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/54674_ca_object_representations_media_43522_original.jpg,https://palarchive.org/index.php/Detail/objects/75105/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:49,9 March 2021 at 12:04:30,,,,,Text,
ark:/13030/m5wq7k3q,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0042|~|75106|~|85207_ca_object_representations_media_43523_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 14 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 14 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,16 October 1976,1976-10-16,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/10261_ca_object_representations_media_43523_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/85207_ca_object_representations_media_43523_original.jpg,https://palarchive.org/index.php/Detail/objects/75106/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:49,9 March 2021 at 12:04:30,,,,,Text,
ark:/13030/m5zm2z12,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0043|~|75107|~|85423_ca_object_representations_media_43524_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 15 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 15 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,30 October 1976,1976-10-30,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/17159_ca_object_representations_media_43524_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/85423_ca_object_representations_media_43524_original.jpg,https://palarchive.org/index.php/Detail/objects/75107/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:49,9 March 2021 at 12:04:30,,,,,Text,
ark:/13030/m53z5p04,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0044|~|75108|~|89626_ca_object_representations_media_43525_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 16 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 16 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,13 November 1976,1976-11-13,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/18137_ca_object_representations_media_43525_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/89626_ca_object_representations_media_43525_original.jpg,https://palarchive.org/index.php/Detail/objects/75108/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:50,9 March 2021 at 12:04:29,,,,,Text,
ark:/13030/m57m7q8p,ark:/21198/z1rg1dpv,,Work,74.0,0074.01.0045|~|75109|~|15630_ca_object_representations_media_43526_original.jpg,The Cooperative Society for Olive Pressing in Beit Jala Collection,Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,محضر الجلسة رقم 17 للجنة إدارة الجمعية التعاونية لعصر الزيتون في بلدة بيت جالا للعام 1976,Minutes of Session No. 17 of the Management Committee of the Cooperative Society for Olive Pressing in Beit Jala - 1976,,"The Cooperative Society for Olive Pressing in Beit Jala, ""Correspondence, Reports, Papers, and Documents"", collection, 7 August 2018, the Palestinian Museum Digital Archive.; The Cooperative Society for Olive Pressing in Beit Jala, ""Minutes 1981 - 2017"", society collection, 7 August 2018, the Palestinian Museum Digital Archive.; الجمعية التعاونية لعصر الزيتون في بيت جالا، ""محاضر اجتماعات من السنوات 1981 - 2017، مجموعة الجمعية، 7 آب 2018، أرشيف المتحف الفلسطيني الرقمي.",,,text,20 November 1976,1976-11-20,,,,Text,image/jpeg,5325,3770,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/84150_ca_object_representations_media_43526_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/4/3/5/15630_ca_object_representations_media_43526_original.jpg,https://palarchive.org/index.php/Detail/objects/75109/lang/en_US,The Palestinian Museum ,info@palarchive.org,,acceptable; 226,,The Cooperative Society for Olive Pressing in Beit Jala Collection | Cooperative Society for Olive Pressing-Beit Jala Sub-collection 1: Documents,5 December 2018 at 10:18:50,9 March 2021 at 12:04:29,,,,,Text,
