,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
75,ark:/13030/m54n6t28,ark:/21198/z14f798k,,Work,135.0,0135.01.0075|~|133408|~|61235_ca_object_representations_media_101549_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,عمل فني للفنان عدنان الزبيدي,An Art Piece by ‘adnan Zubaydy,A colour photograph of an art piece by ‘adnan Zubaydy.|~|عمل فني للفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/21079_ca_object_representations_media_101549_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/61235_ca_object_representations_media_101549_original.jpg,https://palarchive.org/index.php/Detail/objects/133408/lang/en_US,The Palestinian Museum ,info@palarchive.org,gift,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:25,9 March 2021 at 11:23:31,A colour photograph of an art piece by ‘adnan Zubaydy.,عمل فني للفنان عدنان الزبيدي.,color slides,,,
76,ark:/13030/m5nm13j8,ark:/21198/z14f798k,,Work,135.0,0135.01.0076|~|133409|~|24911_ca_object_representations_media_101550_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"لوحة ""آذار"" للفنان عدنان الزبيدي","‘adnan Zubaydy, March, 1989","A colour photograph of an artwork by ‘adnan Zubaydy entitled ""March"". The phrase ""Spring starts in March, and International Women's Day, Palestinian Land Day, Mother's Day, and Palestinian Shaheed's Day all celebrated in March"" is written within the letters of the word ""March"".|~|صورة ملونة تظهر فيها لوحة ""آذار"" للفنان عدنان الزبيدي، كُتب داخل حروف آذار العبارة التالية: ""آذار بداية الربيع وفيه يوم المرأة العالمي ويوم الأرض الفلسطيني وعيد الام و يوم الشهيد الفلسطيني.""","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,1989; Date created,1989,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/32120_ca_object_representations_media_101550_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/24911_ca_object_representations_media_101550_original.jpg,https://palarchive.org/index.php/Detail/objects/133409/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph of an artwork by ‘adnan Zubaydy entitled ""March"". The phrase ""Spring starts in March, and International Women's Day, Palestinian Land Day, Mother's Day, and Palestinian Shaheed's Day all celebrated in March"" is written within the letters of the word ""March"".","صورة ملونة تظهر فيها لوحة ""آذار"" للفنان عدنان الزبيدي، كُتب داخل حروف آذار العبارة التالية: ""آذار بداية الربيع وفيه يوم المرأة العالمي ويوم الأرض الفلسطيني وعيد الام و يوم الشهيد الفلسطيني.""",color slides,,,
77,ark:/13030/m5hx925t,ark:/21198/z14f798k,,Work,135.0,0135.01.0077|~|133410|~|30153_ca_object_representations_media_101551_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,صَرْح الشهيد في مخيم الدهيشة في مدينة بيت لحم,"Shaheed's monument at al-Dheisheh Refugee Camp, Bethlehem","A colour photograph of the Shaheed's monument; designed by artist ‘adnan Zubaydy, at al-Dheisheh Refugee Camp, Bethlehem|~|صورة ملونة يظهر فيها صرح الشهيد في مخيم الدهيشة في مدينة بيت لحم، الصَرْح من تصميم الفنان عدنان الزبيدي.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/26071_ca_object_representations_media_101551_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/30153_ca_object_representations_media_101551_original.jpg,https://palarchive.org/index.php/Detail/objects/133410/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph of the Shaheed's monument; designed by artist ‘adnan Zubaydy, at al-Dheisheh Refugee Camp, Bethlehem",صورة ملونة يظهر فيها صرح الشهيد في مخيم الدهيشة في مدينة بيت لحم، الصَرْح من تصميم الفنان عدنان الزبيدي.,color slides,,,
78,ark:/13030/m5rg3hh3,ark:/21198/z14f798k,,Work,135.0,0135.01.0078|~|133411|~|51078_ca_object_representations_media_101552_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"لوحة ""الانتفاضة"" للفنان عدنان الزبيدي","An Artwork by ‘adnan Zubaydy entitled ""The Intifada""","A colour photograph of an artwork by ‘adnan Zubaydy entitled ""The Intifada"". It's said that the Israeli Occupation destroyed the artwork when it was showcased at an exhibition in Jerusalem in the 1990s|~|صورة ملونة تظهر فيها لوحة ""الانتفاضة"" للفنان عدنان الزبيدي، يُذكر أنَّ جيش الاحتلال مزَّق اللوحة خلال عرضها في معارض في القدس في التسعينيات.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,1988; Date created,1988,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/16976_ca_object_representations_media_101552_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/51078_ca_object_representations_media_101552_original.jpg,https://palarchive.org/index.php/Detail/objects/133411/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph of an artwork by ‘adnan Zubaydy entitled ""The Intifada"". It's said that the Israeli Occupation destroyed the artwork when it was showcased at an exhibition in Jerusalem in the 1990s","صورة ملونة تظهر فيها لوحة ""الانتفاضة"" للفنان عدنان الزبيدي، يُذكر أنَّ جيش الاحتلال مزَّق اللوحة خلال عرضها في معارض في القدس في التسعينيات.",color slides,,,
79,ark:/13030/m50w6281,ark:/21198/z14f798k,,Work,135.0,0135.01.0079|~|133412|~|22327_ca_object_representations_media_101553_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,لوحة للفنان عدنان الزبيدي,An Artwork by ‘adnan Zubaydy,A colour photograph of an artwork by ‘adnan Zubaydy|~|صورة ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/77019_ca_object_representations_media_101553_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/22327_ca_object_representations_media_101553_original.jpg,https://palarchive.org/index.php/Detail/objects/133412/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,A colour photograph of an artwork by ‘adnan Zubaydy,صورة ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي.,color slides,,,
80,ark:/13030/m5w45jvj,ark:/21198/z14f798k,,Work,135.0,0135.01.0080|~|133413|~|18036_ca_object_representations_media_101554_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"لوحة ""الانتفاضة"" للفنان عدنان الزبيدي","An Artwork by ‘adnan Zubaydy entitled ""The Intifada""","A colour photograph of an artwork by ‘adnan Zubaydy entitled ""The Intifada"". It's said that the Israeli Occupation destroyed the artwork when it was showcased at an exhibition in Jerusalem in the 1990s|~|صورة ملونة تظهر فيها لوحة ""الانتفاضة"" للفنان عدنان الزبيدي، يُذكر أنَّ جيش الاحتلال مزَّق اللوحة خلال عرضها في معارض في القدس في التسعينيات.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,1988; Date created,1988,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/81999_ca_object_representations_media_101554_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/18036_ca_object_representations_media_101554_original.jpg,https://palarchive.org/index.php/Detail/objects/133413/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph of an artwork by ‘adnan Zubaydy entitled ""The Intifada"". It's said that the Israeli Occupation destroyed the artwork when it was showcased at an exhibition in Jerusalem in the 1990s","صورة ملونة تظهر فيها لوحة ""الانتفاضة"" للفنان عدنان الزبيدي، يُذكر أنَّ جيش الاحتلال مزَّق اللوحة خلال عرضها في معارض في القدس في التسعينيات.",color slides,,,
81,ark:/13030/m58d7jsk,ark:/21198/z14f798k,,Work,135.0,0135.01.0081|~|133414|~|79115_ca_object_representations_media_101555_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,لوحة للفنان عدنان الزبيدي,An Artwork by ‘adnan Zubaydy,"A colour photograph of an artwork by ‘adnan Zubaydy; drawn on Palestinian Child's Day, and was used as a poster for Gharas Cultural Center|~|صورة ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي، رُسمت اللوحة بمناسبة يوم الطفل الفلسطيني، واستخدمت كملصق من مركز غراس الثقافي.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/4305_ca_object_representations_media_101555_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/79115_ca_object_representations_media_101555_original.jpg,https://palarchive.org/index.php/Detail/objects/133414/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph of an artwork by ‘adnan Zubaydy; drawn on Palestinian Child's Day, and was used as a poster for Gharas Cultural Center",صورة ملونة تظهر فيها إحدى لوحات الفنان عدنان الزبيدي، رُسمت اللوحة بمناسبة يوم الطفل الفلسطيني، واستخدمت كملصق من مركز غراس الثقافي.,color slides,,,
82,ark:/13030/m5v7773f,ark:/21198/z14f798k,,Work,135.0,0135.01.0082|~|133415|~|32046_ca_object_representations_media_101556_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"لوحة ""آذار"" للفنان عدنان الزبيدي","‘adnan Zubaydy, March, 1989","A colour photograph of an artwork by ‘adnan Zubaydy entitled ""March"". The phrase ""Spring starts in March, and International Women's Day, Palestinian Land Day, Mother's Day, and Palestinian Shaheed's Day all celebrated in March"" is written within the letters of the word ""March"".|~|صورة ملونة تظهر فيها لوحة ""آذار"" للفنان عدنان الزبيدي، كُتب داخل حروف آذار العبارة التالية: ""آذار بداية الربيع وفيه يوم المرأة العالمي ويوم الأرض الفلسطيني وعيد الام و يوم الشهيد الفلسطيني.""","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,1989; Date created,1989,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/52521_ca_object_representations_media_101556_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/32046_ca_object_representations_media_101556_original.jpg,https://palarchive.org/index.php/Detail/objects/133415/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph of an artwork by ‘adnan Zubaydy entitled ""March"". The phrase ""Spring starts in March, and International Women's Day, Palestinian Land Day, Mother's Day, and Palestinian Shaheed's Day all celebrated in March"" is written within the letters of the word ""March"".","صورة ملونة تظهر فيها لوحة ""آذار"" للفنان عدنان الزبيدي، كُتب داخل حروف آذار العبارة التالية: ""آذار بداية الربيع وفيه يوم المرأة العالمي ويوم الأرض الفلسطيني وعيد الام و يوم الشهيد الفلسطيني.""",color slides,,,
83,ark:/13030/m5d589fd,ark:/21198/z14f798k,,Work,135.0,0135.01.0083|~|133416|~|1886_ca_object_representations_media_101557_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"لوحة ""القلم أقوى من السجّان"" للفنان عدنان الزبيدي","An Artwork by ‘adnan Zubaydy entitled ""The Pen is Stronger than the Jailor""","A colour photograph of an artwork by ‘adnan Zubaydy entitled ""The Pen is Stronger than the Jailor""|~|صورة ملونة تظهر فيها لوحة ""القلم أقوى من السجّان"" للفنان عدنان الزبيدي.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color slides,,still image,1992; Date created,1992,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/55190_ca_object_representations_media_101557_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/1886_ca_object_representations_media_101557_original.jpg,https://palarchive.org/index.php/Detail/objects/133416/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph of an artwork by ‘adnan Zubaydy entitled ""The Pen is Stronger than the Jailor""","صورة ملونة تظهر فيها لوحة ""القلم أقوى من السجّان"" للفنان عدنان الزبيدي.",color slides,,,
84,ark:/13030/m5gz213w,ark:/21198/z14f798k,,Work,135.0,0135.01.0084|~|133417|~|13546_ca_object_representations_media_101558_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,الفنان عدنان الزبيدي,Artist ‘adnan Zubaydy,A colour photograph of artist ‘adnan Zubaydy|~|صورة ملونة للفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color photographs,,still image,,,,"[31.7053821,35.2024425]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/54382_ca_object_representations_media_101558_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/13546_ca_object_representations_media_101558_original.jpg,https://palarchive.org/index.php/Detail/objects/133417/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,A colour photograph of artist ‘adnan Zubaydy,صورة ملونة للفنان عدنان الزبيدي.,color photographs,,,
85,ark:/13030/m5mq2rsc,ark:/21198/z14f798k,,Work,135.0,0135.01.0085|~|133418|~|70555_ca_object_representations_media_101559_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم","""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center","A colour photograph taken at ""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center|~|صورة ملونة من معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color photographs,,still image,2013; Date created,2013,,"[31.7053821,35.2024425]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/85531_ca_object_representations_media_101559_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/70555_ca_object_representations_media_101559_original.jpg,https://palarchive.org/index.php/Detail/objects/133418/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph taken at ""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center","صورة ملونة من معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم.",color photographs,,,
86,ark:/13030/m53n9rxg,ark:/21198/z14f798k,,Work,135.0,0135.01.0086|~|133419|~|7191_ca_object_representations_media_101560_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم","""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center","A colour photograph taken at ""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center|~|صورة ملونة من معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color photographs,,still image,2013; Date created,2013,,"[31.7053821,35.2024425]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/97018_ca_object_representations_media_101560_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/7191_ca_object_representations_media_101560_original.jpg,https://palarchive.org/index.php/Detail/objects/133419/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph taken at ""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center","صورة ملونة من معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم.",color photographs,,,
87,ark:/13030/m5zw98fk,ark:/21198/z14f798k,,Work,135.0,0135.01.0087|~|133420|~|94074_ca_object_representations_media_101561_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 1: Photographs,"معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم","""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center","A colour photograph taken at ""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center|~|صورة ملونة من معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم.","Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",color photographs,,still image,2013; Date created,2013,,"[31.7053821,35.2024425]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/49092_ca_object_representations_media_101561_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/1/5/94074_ca_object_representations_media_101561_original.jpg,https://palarchive.org/index.php/Detail/objects/133420/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 1: Photographs | The Adnan Zubaidy Collection,20 June 2019 at 9:11:26,9 March 2021 at 11:23:31,"A colour photograph taken at ""Cana'an"" Exhibition by Artist ‘adnan Zubaydy at Bethlehem Peace Center","صورة ملونة من معرض ""كنعان"" للفنان عدنان الزبيدي في مركز السلام في بيت لحم.",color photographs,,,
88,ark:/13030/m5c618dx,ark:/21198/z14f798k,,Work,135.0,0135.02.0001|~|135266|~|73249_ca_object_representations_media_105340_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/20676_ca_object_representations_media_105340_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/73249_ca_object_representations_media_105340_original.jpg,https://palarchive.org/index.php/Detail/objects/135266/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:28,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
89,ark:/13030/m57f0hp6,ark:/21198/z14f798k,,Work,135.0,0135.02.0002|~|135267|~|40508_ca_object_representations_media_105341_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/67129_ca_object_representations_media_105341_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/40508_ca_object_representations_media_105341_original.jpg,https://palarchive.org/index.php/Detail/objects/135267/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:28,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
90,ark:/13030/m5fz500z,ark:/21198/z14f798k,,Work,135.0,0135.02.0003|~|135268|~|54817_ca_object_representations_media_105342_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات الفنان عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/78923_ca_object_representations_media_105342_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/54817_ca_object_representations_media_105342_original.jpg,https://palarchive.org/index.php/Detail/objects/135268/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:28,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
91,ark:/13030/m5qg6gd5,ark:/21198/z14f798k,,Work,135.0,0135.02.0004|~|135269|~|87986_ca_object_representations_media_105343_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/1001_ca_object_representations_media_105343_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/87986_ca_object_representations_media_105343_original.jpg,https://palarchive.org/index.php/Detail/objects/135269/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:28,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
92,ark:/13030/m5kq5qqw,ark:/21198/z14f798k,,Work,135.0,0135.02.0005|~|135270|~|12137_ca_object_representations_media_105344_original.jpg,The Adnan Zubaidy Collection,Adnan Zubaidy Sub-collection 2: Documents,رسم سريع من رسومات عدنان الزبيدي,A Sketch by ʿadnan Zubaydy,A colour photograph shows a sketch by artist ʿadnan Zubaydy.|~|صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,"Ozrail, Samar, ""The Adnan Zubaidy Collection"", 12 December 2018 - 22 January 2019, the Palestinian Museum Digital Archive.",paintings,,still image,,,,"[31.952162,35.233154]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/31855_ca_object_representations_media_105344_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/5/3/12137_ca_object_representations_media_105344_original.jpg,https://palarchive.org/index.php/Detail/objects/135270/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Adnan Zubaidy Sub-collection 2: Documents | The Adnan Zubaidy Collection,26 June 2019 at 14:28:29,9 March 2021 at 11:22:36,A colour photograph shows a sketch by artist ʿadnan Zubaydy.,صورة ملونة يظهر فيها رسم سريع من رسومات الفنان عدنان الزبيدي.,paintings,,,
