Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1bw328h,,,Collection,,,,,The Lena Sobeh Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5m11v75,ark:/21198/z1bw328h,,Work,141.0,0141.01.0011|~|137432|~|81031_ca_object_representations_media_108589_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/53044_ca_object_representations_media_108589_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/81031_ca_object_representations_media_108589_original.jpg,https://palarchive.org/index.php/Detail/objects/137432/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:30,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5bh0brn,ark:/21198/z1bw328h,,Work,141.0,0141.01.0012|~|137433|~|71535_ca_object_representations_media_108590_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/90868_ca_object_representations_media_108590_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/71535_ca_object_representations_media_108590_original.jpg,https://palarchive.org/index.php/Detail/objects/137433/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:30,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5tj69gm,ark:/21198/z1bw328h,,Work,141.0,0141.01.0013|~|137434|~|11924_ca_object_representations_media_108591_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/79401_ca_object_representations_media_108591_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/11924_ca_object_representations_media_108591_original.jpg,https://palarchive.org/index.php/Detail/objects/137434/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:30,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5f842b0,ark:/21198/z1bw328h,,Work,141.0,0141.01.0014|~|137435|~|3589_ca_object_representations_media_108592_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/91160_ca_object_representations_media_108592_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/3589_ca_object_representations_media_108592_original.jpg,https://palarchive.org/index.php/Detail/objects/137435/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5g813fx,ark:/21198/z1bw328h,,Work,141.0,0141.01.0015|~|137436|~|54574_ca_object_representations_media_108593_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/32355_ca_object_representations_media_108593_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/54574_ca_object_representations_media_108593_original.jpg,https://palarchive.org/index.php/Detail/objects/137436/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5z9726b,ark:/21198/z1bw328h,,Work,141.0,0141.01.0016|~|137437|~|5749_ca_object_representations_media_108594_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/80464_ca_object_representations_media_108594_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/5749_ca_object_representations_media_108594_original.jpg,https://palarchive.org/index.php/Detail/objects/137437/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5ps5jrw,ark:/21198/z1bw328h,,Work,141.0,0141.01.0017|~|137438|~|11420_ca_object_representations_media_108595_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/50702_ca_object_representations_media_108595_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/11420_ca_object_representations_media_108595_original.jpg,https://palarchive.org/index.php/Detail/objects/137438/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5k14t2b,ark:/21198/z1bw328h,,Work,141.0,0141.01.0018|~|137439|~|92763_ca_object_representations_media_108596_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/19434_ca_object_representations_media_108596_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/92763_ca_object_representations_media_108596_original.jpg,https://palarchive.org/index.php/Detail/objects/137439/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5ns8hqv,ark:/21198/z1bw328h,,Work,141.0,0141.01.0019|~|137440|~|50355_ca_object_representations_media_108597_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/33489_ca_object_representations_media_108597_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/50355_ca_object_representations_media_108597_original.jpg,https://palarchive.org/index.php/Detail/objects/137440/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m59h39m8,ark:/21198/z1bw328h,,Work,141.0,0141.01.0020|~|137441|~|55598_ca_object_representations_media_108598_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/43612_ca_object_representations_media_108598_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/55598_ca_object_representations_media_108598_original.jpg,https://palarchive.org/index.php/Detail/objects/137441/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5327jp7,ark:/21198/z1bw328h,,Work,141.0,0141.01.0021|~|137442|~|39120_ca_object_representations_media_108599_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/62192_ca_object_representations_media_108599_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/5/39120_ca_object_representations_media_108599_original.jpg,https://palarchive.org/index.php/Detail/objects/137442/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:12,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5sj98d4,ark:/21198/z1bw328h,,Work,141.0,0141.01.0022|~|137443|~|53194_ca_object_representations_media_108600_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/29955_ca_object_representations_media_108600_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/53194_ca_object_representations_media_108600_original.jpg,https://palarchive.org/index.php/Detail/objects/137443/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:13,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m5j17s0v,ark:/21198/z1bw328h,,Work,141.0,0141.01.0023|~|137444|~|40233_ca_object_representations_media_108601_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/70851_ca_object_representations_media_108601_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/40233_ca_object_representations_media_108601_original.jpg,https://palarchive.org/index.php/Detail/objects/137444/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:13,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m55v188t,ark:/21198/z1bw328h,,Work,141.0,0141.01.0024|~|137445|~|31426_ca_object_representations_media_108602_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/14564_ca_object_representations_media_108602_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/31426_ca_object_representations_media_108602_original.jpg,https://palarchive.org/index.php/Detail/objects/137445/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:13,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
ark:/13030/m58m4zvc,ark:/21198/z1bw328h,,Work,141.0,0141.01.0025|~|137446|~|51684_ca_object_representations_media_108603_original.jpg,The Lena Sobeh Collection,,صور جنازة الرئيس الفلسطيني ياسر عرفات في مدينة رام الله,A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.|~|صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.",,color photographs,ara,still image,13 November 2004,2004-11-13,,"[31.9037641,35.2034184;31.9037641,35.2034184]",,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/30748_ca_object_representations_media_108603_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/0/8/6/51684_ca_object_representations_media_108603_original.jpg,https://palarchive.org/index.php/Detail/objects/137446/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Lena Sobeh Collection,11 July 2019 at 14:16:13,9 March 2021 at 11:21:29,"A photograph of the funeral of Late Palestinian President Yassir Arafat in Ramallah, West Bank. Arafat was buried on the grounds of Al Mukata'a; headquarters of the Palestinian Presidential Office and the Palestinian Authority.",صور تشييع جثمان الرئيس الفلسطيني الراحل ياسر عرفات في رام الله بالضفة الغربية إلى مثواه الأخير في قبر بباحة مقر قيادة السلطة الفلسطينية بالمقاطعة.,color photographs,,,صور تشييع جثمان أبو عمار | صور تشييع جثمان أبو عمار
