,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
144,ark:/13030/m54538tj,ark:/21198/z1839bm1,,Work,134.0,0134.01.0144|~|128837|~|63733_ca_object_representations_media_94176_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/79338_ca_object_representations_media_94176_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/63733_ca_object_representations_media_94176_original.jpg,https://palarchive.org/index.php/Detail/objects/128837/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
145,ark:/13030/m53567qm,ark:/21198/z1839bm1,,Work,134.0,0134.01.0145|~|128838|~|90674_ca_object_representations_media_94177_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/13289_ca_object_representations_media_94177_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/90674_ca_object_representations_media_94177_original.jpg,https://palarchive.org/index.php/Detail/objects/128838/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
146,ark:/13030/m5q02z3k,ark:/21198/z1839bm1,,Work,134.0,0134.01.0146|~|128839|~|68344_ca_object_representations_media_94178_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|صورو ملونة تظهر فيها احدى النساء ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/26540_ca_object_representations_media_94178_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/68344_ca_object_representations_media_94178_original.jpg,https://palarchive.org/index.php/Detail/objects/128839/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,صورو ملونة تظهر فيها احدى النساء ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
147,ark:/13030/m5bp7r21,ark:/21198/z1839bm1,,Work,134.0,0134.01.0147|~|128840|~|1492_ca_object_representations_media_94179_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/68368_ca_object_representations_media_94179_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/1492_ca_object_representations_media_94179_original.jpg,https://palarchive.org/index.php/Detail/objects/128840/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
148,ark:/13030/m59q0q03,ark:/21198/z1839bm1,,Work,134.0,0134.01.0148|~|128841|~|85725_ca_object_representations_media_94180_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/35311_ca_object_representations_media_94180_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/85725_ca_object_representations_media_94180_original.jpg,https://palarchive.org/index.php/Detail/objects/128841/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
149,ark:/13030/m5zd5r7b,ark:/21198/z1839bm1,,Work,134.0,0134.01.0149|~|128842|~|26539_ca_object_representations_media_94181_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/92595_ca_object_representations_media_94181_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/26539_ca_object_representations_media_94181_original.jpg,https://palarchive.org/index.php/Detail/objects/128842/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
150,ark:/13030/m5k726f4,ark:/21198/z1839bm1,,Work,134.0,0134.01.0150|~|128843|~|34045_ca_object_representations_media_94182_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/72412_ca_object_representations_media_94182_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/34045_ca_object_representations_media_94182_original.jpg,https://palarchive.org/index.php/Detail/objects/128843/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
151,ark:/13030/m55x9z7c,ark:/21198/z1839bm1,,Work,134.0,0134.01.0151|~|128844|~|50391_ca_object_representations_media_94183_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/18208_ca_object_representations_media_94183_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/50391_ca_object_representations_media_94183_original.jpg,https://palarchive.org/index.php/Detail/objects/128844/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الناس ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
152,ark:/13030/m5xd8q0m,ark:/21198/z1839bm1,,Work,134.0,0134.01.0152|~|128845|~|4904_ca_object_representations_media_94184_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/52129_ca_object_representations_media_94184_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/4904_ca_object_representations_media_94184_original.jpg,https://palarchive.org/index.php/Detail/objects/128845/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
153,ark:/13030/m54z2x3j,ark:/21198/z1839bm1,,Work,134.0,0134.01.0153|~|128846|~|56583_ca_object_representations_media_94185_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/81194_ca_object_representations_media_94185_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/56583_ca_object_representations_media_94185_original.jpg,https://palarchive.org/index.php/Detail/objects/128846/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:58,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
154,ark:/13030/m5j75589,ark:/21198/z1839bm1,,Work,134.0,0134.01.0154|~|128847|~|23050_ca_object_representations_media_94186_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/80476_ca_object_representations_media_94186_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/23050_ca_object_representations_media_94186_original.jpg,https://palarchive.org/index.php/Detail/objects/128847/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:59,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
155,ark:/13030/m5tn50gj,ark:/21198/z1839bm1,,Work,134.0,0134.01.0155|~|128848|~|92064_ca_object_representations_media_94187_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/1648_ca_object_representations_media_94187_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/92064_ca_object_representations_media_94187_original.jpg,https://palarchive.org/index.php/Detail/objects/128848/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:59,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
156,ark:/13030/m52596gw,ark:/21198/z1839bm1,,Work,134.0,0134.01.0156|~|128849|~|25675_ca_object_representations_media_94188_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/33451_ca_object_representations_media_94188_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/25675_ca_object_representations_media_94188_original.jpg,https://palarchive.org/index.php/Detail/objects/128849/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:59,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
157,ark:/13030/m51625b2,ark:/21198/z1839bm1,,Work,134.0,0134.01.0157|~|128850|~|80711_ca_object_representations_media_94189_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطقال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/53911_ca_object_representations_media_94189_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/80711_ca_object_representations_media_94189_original.jpg,https://palarchive.org/index.php/Detail/objects/128850/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:59,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطقال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
158,ark:/13030/m5wj0c9j,ark:/21198/z1839bm1,,Work,134.0,0134.01.0158|~|128851|~|52371_ca_object_representations_media_94190_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/80214_ca_object_representations_media_94190_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/52371_ca_object_representations_media_94190_original.jpg,https://palarchive.org/index.php/Detail/objects/128851/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:59,9 March 2021 at 11:25:43,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
159,ark:/13030/m5093tmm,ark:/21198/z1839bm1,,Work,134.0,0134.01.0159|~|128852|~|76091_ca_object_representations_media_94191_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/99531_ca_object_representations_media_94191_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/76091_ca_object_representations_media_94191_original.jpg,https://palarchive.org/index.php/Detail/objects/128852/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:59,9 March 2021 at 11:25:42,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
160,ark:/13030/m5dg4dh4,ark:/21198/z1839bm1,,Work,134.0,0134.01.0160|~|128853|~|74767_ca_object_representations_media_94192_original.jpg,The Democratic Women's Movement Collection,The Democratic Women's Movement Sub-collection 1: Photographs,احتفال بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,Children's Day celebration in Nazareth and other parts of the Galilee,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee|~|.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,فتحية صغير (السكرتيرة العامة لحركة النساء الديمقراطيات في إسرائيل)، مقابلة مع باحثة الأرشيف الرقمي لمى غوشة، أيلول – تشرين الثاني 2018، غيْر مفرغة، أرشيف المتحف الفلسطيني الرقمي.,color photographs,,still image,,,,,,,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/16284_ca_object_representations_media_94192_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/4/1/74767_ca_object_representations_media_94192_original.jpg,https://palarchive.org/index.php/Detail/objects/128853/lang/en_US,The Palestinian Museum ,info@palarchive.org,,medium; 225,,The Democratic Women's Movement Sub-collection 1: Photographs | The Democratic Women's Movement Collection,17 June 2019 at 13:42:59,9 March 2021 at 11:25:42,A colour photograph of children during the Children's Day celebration in Nazareth and other parts of the Galilee,.صورة ملونة، يظهر فيها مجموعة من الاطفال ضمن برامج مختلفة قامت بها النساء بيوم الطفل العالمي في الناصرة وباقي المناطق في الجليل,color photographs,,,
