Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1s52bn5,,,Collection,,,,,The Mahmoud Shukair Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m5fc2r6r,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0023|~|125925|~|58362_ca_object_representations_media_96439_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير وإبراهيم دعيبس خلال المشاركة في مؤتمر للتضامن مع الشعب الفلسطيني في الدنمارك عام 1995,Mahmoud Shukair and Ibrahim Da'bes at a conference in solidarity with the Palestinians in Helsingør - Denmark in 1995,A colour photograph of Mahmoud Shukair and Ibrahim Da'bes at a conference in solidarity with the Palestinians in Helsingør - Denmark in 1995|~|صورة ملونة لمحمود شقير وإبراهيم دعيبس خلال المشاركة في مؤتمر للتضامن مع الشعب الفلسطيني في الدنمارك عام 1995.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1995; Date created,1995,,"[56.030787,12.592127]",,محمود شقير وإبراهيم دعيبس  اثناء انعقاد مؤتمر للتضامن مع الشعب  الفلسطيني في إلسينور /الدنمارك  1995|~|Mahmoud Shukair and Ibrahim Da'bes at a conference in solidarity with the Palestinians in Helsingør - Denmark in 1995,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/1162_ca_object_representations_media_96439_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/58362_ca_object_representations_media_96439_original.jpg,https://palarchive.org/index.php/Detail/objects/125925/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair and Ibrahim Da'bes at a conference in solidarity with the Palestinians in Helsingør - Denmark in 1995,صورة ملونة لمحمود شقير وإبراهيم دعيبس خلال المشاركة في مؤتمر للتضامن مع الشعب الفلسطيني في الدنمارك عام 1995.,color photographs,محمود شقير وإبراهيم دعيبس  اثناء انعقاد مؤتمر للتضامن مع الشعب  الفلسطيني في إلسينور /الدنمارك  1995,Mahmoud Shukair and Ibrahim Da'bes at a conference in solidarity with the Palestinians in Helsingør - Denmark in 1995,
ark:/13030/m5j46ft4,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0024|~|125926|~|79493_ca_object_representations_media_96441_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,عبد الحافظ شقير في قرية أرطاس عام 1955,"Abdel-Hafeth; father of Mahmoud Shukair, in Artas in 1955","A black-and-white photograph of Abdel-Hafeth; father of Mahmoud Shukair, in Artas in 1955. Solomon's Pools are seen in the photo|~|صورة غير ملونة يظهر فيها عبد الحافظ شقير في قرية أرطاس عام 1955، وهو والد الأديب الفلسطيني محمود شقير. يظهر في الصورة منظر الأشجار في برك سليمان.","Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,1955; Date created,1955,,"[31.689957,35.188236]",,صورة الوالد عبد عليان اشقير  أُخذت في قرية ارطاس عندما كان يشتغل فيها  عام 1955  ويظهر في الصورة منظر اشجار برك سليمان|~|A photo of my father Abd Alyan Shukair that was taken in Artas during his work there in 1955. Solomon's Pools are seen in the photo,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/86284_ca_object_representations_media_96441_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/79493_ca_object_representations_media_96441_original.jpg,https://palarchive.org/index.php/Detail/objects/125926/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,medium; 225,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,"A black-and-white photograph of Abdel-Hafeth; father of Mahmoud Shukair, in Artas in 1955. Solomon's Pools are seen in the photo",صورة غير ملونة يظهر فيها عبد الحافظ شقير في قرية أرطاس عام 1955، وهو والد الأديب الفلسطيني محمود شقير. يظهر في الصورة منظر الأشجار في برك سليمان.,black-and-white photographs,صورة الوالد عبد عليان اشقير  أُخذت في قرية ارطاس عندما كان يشتغل فيها  عام 1955  ويظهر في الصورة منظر اشجار برك سليمان,A photo of my father Abd Alyan Shukair that was taken in Artas during his work there in 1955. Solomon's Pools are seen in the photo,
ark:/13030/m5dc5q3t,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0025|~|125927|~|51794_ca_object_representations_media_96443_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,عائلة شقير في القدس عام 1959,Shukair family in Jerusalem in 1959.,A black-and-white photograph of the Shukair family in Jerusalem in 1959. Mahmoud Shukair is seen (in the middle) of the photo with his parents|~|صورة غير ملونة لعائلة شقير في القدس عام 195، يظهر في منتصف الصورة محمود شقير برفقة والده ووالدته.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",black-and-white photographs,,still image,1959; Date created,1959,,"[31.768319,35.21371]",,محمود شقير مع الوالد والوالدة  القدس  1959|~|Mahmoud Shukair with his Parents in Jerusalem in 1959,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/20658_ca_object_representations_media_96443_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/51794_ca_object_representations_media_96443_original.jpg,https://palarchive.org/index.php/Detail/objects/125927/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A black-and-white photograph of the Shukair family in Jerusalem in 1959. Mahmoud Shukair is seen (in the middle) of the photo with his parents,صورة غير ملونة لعائلة شقير في القدس عام 195، يظهر في منتصف الصورة محمود شقير برفقة والده ووالدته.,black-and-white photographs,محمود شقير مع الوالد والوالدة  القدس  1959,Mahmoud Shukair with his Parents in Jerusalem in 1959,
ark:/13030/m58m4z96,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0026|~|125928|~|25916_ca_object_representations_media_96445_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب عام 2003,Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo|~|صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,2003; Date created,2003,,"[36.7167456,-4.4259962]",,"محمود شقير  إلى يمينه الكاتبة فاطمة حمد  وإلى يساره الكاتبة صافي صافي  في مدينة ملقا/ الأندلس 2003|~|Mahmoud Shukair with writer Safi Safi to his right and writer Fatima Hamad to his left, in Malaga - Spain in 2003",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/36726_ca_object_representations_media_96445_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/25916_ca_object_representations_media_96445_original.jpg,https://palarchive.org/index.php/Detail/objects/125928/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo,صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي.,color photographs,محمود شقير  إلى يمينه الكاتبة فاطمة حمد  وإلى يساره الكاتبة صافي صافي  في مدينة ملقا/ الأندلس 2003,"Mahmoud Shukair with writer Safi Safi to his right and writer Fatima Hamad to his left, in Malaga - Spain in 2003",
ark:/13030/m5133fxb,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0027|~|125929|~|95008_ca_object_representations_media_96447_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب عام 2003,Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo|~|صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,2003; Date created,2003,,"[36.7167456,-4.4259962]",,"محمود شقير  إلى يمينه الكاتبة صافي صافي  وإلى يساره الكاتبة فاطمة حمد  في الأندلس 2003|~|Mahmoud Shukair with writer Safi Safi to his right and writer Fatima Hamad to his left, in Spain in 2003",image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/11361_ca_object_representations_media_96447_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/95008_ca_object_representations_media_96447_original.jpg,https://palarchive.org/index.php/Detail/objects/125929/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo,صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي.,color photographs,محمود شقير  إلى يمينه الكاتبة صافي صافي  وإلى يساره الكاتبة فاطمة حمد  في الأندلس 2003,"Mahmoud Shukair with writer Safi Safi to his right and writer Fatima Hamad to his left, in Spain in 2003",
ark:/13030/m5rp0x5h,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0028|~|125930|~|73870_ca_object_representations_media_96449_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب عام 2003,Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo|~|صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,2003; Date created,2003,,"[36.7167456,-4.4259962]",,محمود شقير  إلى يساره الكاتبة فاطمة حمد وصافي صافي  في الأندلس 2003 لتوقيع كتاب مشترك كتاب فلسطيني  صادر باللغة الاسبانية|~|Mahmoud Shukair with writer Fatima Hamad and Safi Safi to his left in Spain in 2003 to sign a Palestinian book issued in Spanish,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/26252_ca_object_representations_media_96449_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/73870_ca_object_representations_media_96449_original.jpg,https://palarchive.org/index.php/Detail/objects/125930/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo,صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي.,color photographs,محمود شقير  إلى يساره الكاتبة فاطمة حمد وصافي صافي  في الأندلس 2003 لتوقيع كتاب مشترك كتاب فلسطيني  صادر باللغة الاسبانية,Mahmoud Shukair with writer Fatima Hamad and Safi Safi to his left in Spain in 2003 to sign a Palestinian book issued in Spanish,
ark:/13030/m59m20gd,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0029|~|125931|~|99938_ca_object_representations_media_96451_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب عام 2003,Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo|~|صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي، ومجموعة من المضيفين الإسبان.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,2003; Date created,2003,,"[36.7167456,-4.4259962]",,في مدينة ملقا / الأندلس  مع مجموعة من المضيفين الإسبان  2003|~|In Malaga/Spain with a group of Spanish hosts in 2003,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/89289_ca_object_representations_media_96451_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/99938_ca_object_representations_media_96451_original.jpg,https://palarchive.org/index.php/Detail/objects/125931/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair in Malaga to sign a Palestinian book written in Spanish in 2003. Writer Fatima Hamad and writer Safi Safi are seen in the photo,صورة ملونة يظهر فيها محمود شقير خلال زيارة إلى مدينة ملقا لتوقيع كتاب فلسطيني باللغة الإسبانية عام 2003، يظهر في الصورة الكاتبة فاطمة حَمَد والكاتب صافي صافي، ومجموعة من المضيفين الإسبان.,color photographs,في مدينة ملقا / الأندلس  مع مجموعة من المضيفين الإسبان  2003,In Malaga/Spain with a group of Spanish hosts in 2003,
ark:/13030/m5nw76h3,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0030|~|125932|~|58583_ca_object_representations_media_96453_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال زيارة إلى الصين بدعوة من الحزب الشيوعيّ الصيني عام 1991,Mahmoud Shukair and Basher Barghouthi during their visit to China to satisfy an invitation from the Chinese Communist Party in 1991,A colour photograph of Mahmoud Shukair and Basher Barghouthi with a group of Chinese during their visit to China to satisfy an invitation from the Chinese Communist Party in 1991|~|صورة ملونة لمحمود شقير وبشير البرغوثي برفقة مجموعة من الصينيين خلال زيارة إلى الصين بدعوة من الحزب الشيوعيّ الصيني عام 1991.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1991,1991,,"[35.86166,104.195397]",,الصين 1991  في الوسط: بشير البرغوثي  على اليسار: محمود شقير  وعدد من النساء والرجال الصينيين  أثناء زيارة إلى الصين بدعوة من الحزب الشيوعي الصيني|~|China / 1991. In the middle: Basheer Barghouthi. On the left: Mahmoud Shukair with other Chinese men and women during visit to China to satisfy an invitation from the Chinese Communist Party,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/99865_ca_object_representations_media_96453_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/58583_ca_object_representations_media_96453_original.jpg,https://palarchive.org/index.php/Detail/objects/125932/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair and Basher Barghouthi with a group of Chinese during their visit to China to satisfy an invitation from the Chinese Communist Party in 1991,صورة ملونة لمحمود شقير وبشير البرغوثي برفقة مجموعة من الصينيين خلال زيارة إلى الصين بدعوة من الحزب الشيوعيّ الصيني عام 1991.,color photographs,الصين 1991  في الوسط: بشير البرغوثي  على اليسار: محمود شقير  وعدد من النساء والرجال الصينيين  أثناء زيارة إلى الصين بدعوة من الحزب الشيوعي الصيني,China / 1991. In the middle: Basheer Barghouthi. On the left: Mahmoud Shukair with other Chinese men and women during visit to China to satisfy an invitation from the Chinese Communist Party,
ark:/13030/m5mx05gm,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0031|~|125933|~|7932_ca_object_representations_media_96455_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير ونعيم الأشهب في لندن عام 1989,Mahmoud Shukair with Na'em al-Ash'hab in London in 1989.,A colour photograph of Mahmoud Shukair with Na'em al-Ash'hab on tour to conduct lectures about the Palestinian-Israeli Conflict in the cities of Britain. The photo was taken in London in 1989.|~|صورة ملونة يظهر فيها محمود شقير ونعيم الأشهب في لندن عام 1989، التُقطت الصورة خلال جولة لشقير والأشهب لتقديم محاضرات في مجموعة من المدن البريطانيّة حول القضيّة الفلسطينيّة.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1989; Date created,1989,,"[51.5073509,-0.12775829999998]",,لندن 1989  نعيم الأشهب  محمود شقير  لتقديم محاضرات في عدد من المدن  البريطانية حل القضية الفلسطينية|~|London/1989. Na'eem Ash'hab / Mahmoud Shukair. to conduct lectures about the Palestinian-Israeli Conflict in the cities of Britain,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/67973_ca_object_representations_media_96455_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/7932_ca_object_representations_media_96455_original.jpg,https://palarchive.org/index.php/Detail/objects/125933/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair with Na'em al-Ash'hab on tour to conduct lectures about the Palestinian-Israeli Conflict in the cities of Britain. The photo was taken in London in 1989.,صورة ملونة يظهر فيها محمود شقير ونعيم الأشهب في لندن عام 1989، التُقطت الصورة خلال جولة لشقير والأشهب لتقديم محاضرات في مجموعة من المدن البريطانيّة حول القضيّة الفلسطينيّة.,color photographs,لندن 1989  نعيم الأشهب  محمود شقير  لتقديم محاضرات في عدد من المدن  البريطانية حل القضية الفلسطينية,London/1989. Na'eem Ash'hab / Mahmoud Shukair. to conduct lectures about the Palestinian-Israeli Conflict in the cities of Britain,
ark:/13030/m57m7x7q,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0032|~|125934|~|51313_ca_object_representations_media_96457_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال مؤتمر للحزب الشيوعي البرتغالي عام 1989,Mahmoud Shukair in Portugal at the Portuguese Communist Party conference in 1989,A colour photograph of Mahmoud Shukair in Portugal to participate in the Portuguese Communist Party conference in 1989|~|صورة ملونة يظهر فيها محمود شقير خلال زيارة للبرتغال للمشاركة في مؤتمر للحزب الشيوعي البرتغالي عام 1989.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1989; Date created,1989,,"[39.399872,-8.224454]",,البرتغال 1989  محمود شقير مع عدد من مندوبي  مؤتمر الحزب الشيوعي البرتغالي|~|Portugal/1989. Mahmoud Shukair in Portugal with members of the Portuguese Communist Party in 1989.The Portuguese Communist Party conference,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/10741_ca_object_representations_media_96457_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/51313_ca_object_representations_media_96457_original.jpg,https://palarchive.org/index.php/Detail/objects/125934/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair in Portugal to participate in the Portuguese Communist Party conference in 1989,صورة ملونة يظهر فيها محمود شقير خلال زيارة للبرتغال للمشاركة في مؤتمر للحزب الشيوعي البرتغالي عام 1989.,color photographs,البرتغال 1989  محمود شقير مع عدد من مندوبي  مؤتمر الحزب الشيوعي البرتغالي,Portugal/1989. Mahmoud Shukair in Portugal with members of the Portuguese Communist Party in 1989.The Portuguese Communist Party conference,
ark:/13030/m5h49drn,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0033|~|125935|~|56050_ca_object_representations_media_96459_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال مؤتمر للحزب الشيوعي البرتغالي عام 1989,Mahmoud Shukair in Portugal at the Portuguese Communist Party conference in 1989,A colour photograph of Mahmoud Shukair in Portugal to participate in the Portuguese Communist Party conference in 1989|~|صورة ملونة يظهر فيها محمود شقير خلال زيارة للبرتغال للمشاركة في مؤتمر للحزب الشيوعي البرتغالي عام 1989.,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1989; Date created,1989,,"[39.399872,-8.224454]",,البرتغال 1989  مع هامش انعقاد مؤتمر للحزب الشيوعي البرتغالي  محمود شقير مع عدد من مندوبي  الحزب البرتغاليين|~|Portugal/1989. Mahmoud Shukair in Portugal with members of the Portuguese Communist Party in 1989/after the Portuguese Communist Party conference,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/14222_ca_object_representations_media_96459_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/56050_ca_object_representations_media_96459_original.jpg,https://palarchive.org/index.php/Detail/objects/125935/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair in Portugal to participate in the Portuguese Communist Party conference in 1989,صورة ملونة يظهر فيها محمود شقير خلال زيارة للبرتغال للمشاركة في مؤتمر للحزب الشيوعي البرتغالي عام 1989.,color photographs,البرتغال 1989  مع هامش انعقاد مؤتمر للحزب الشيوعي البرتغالي  محمود شقير مع عدد من مندوبي  الحزب البرتغاليين,Portugal/1989. Mahmoud Shukair in Portugal with members of the Portuguese Communist Party in 1989/after the Portuguese Communist Party conference,
ark:/13030/m54v46nr,ark:/21198/z1s52bn5,,Work,130.0,0130.01.0034|~|125936|~|34092_ca_object_representations_media_96461_original.jpg,The Mahmoud Shukair Collection,Mahmoud Shukair Sub-collection 1: Photographs,محمود شقير خلال تقديم ندوة في جامعة أيوا عام 1998,Mahmoud Shukair during a seminar in Iowa - USA in 1998,A colour photograph of Mahmoud Shukair during a seminar in Iowa - USA in 1998|~|صورة ملونة لمحمود شقير خلال تقديم ندوة في ولاية أيوا في الولايات المتحدة الأمريكية عام 1998,"Mahmoud Shukair (Collection owner), interview with PMDA researcher Lama Ghosheh, February 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,,still image,1998; Date created,1998,,"[41.8780025,-93.097702]",,أيوا 1998  محمود شقير في إحدى الندوات|~|Iowa - USA in 1998. Mahmoud Shukair during a seminar,image/jpeg,,,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/26121_ca_object_representations_media_96461_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/9/6/4/34092_ca_object_representations_media_96461_original.jpg,https://palarchive.org/index.php/Detail/objects/125936/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,,Mahmoud Shukair Sub-collection 1: Photographs | The Mahmoud Shukair Collection,11 June 2019 at 14:32:43,9 March 2021 at 11:26:30,A colour photograph of Mahmoud Shukair during a seminar in Iowa - USA in 1998,صورة ملونة لمحمود شقير خلال تقديم ندوة في ولاية أيوا في الولايات المتحدة الأمريكية عام 1998,color photographs,أيوا 1998  محمود شقير في إحدى الندوات,Iowa - USA in 1998. Mahmoud Shukair during a seminar,
