Unnamed: 0,Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
77,ark:/13030/m53n9kjg,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0079|~|84533|~|32059_ca_object_representations_media_56660_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,5171,3750,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/22047_ca_object_representations_media_56660_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/32059_ca_object_representations_media_56660_original.jpg,https://palarchive.org/index.php/Detail/objects/84533/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:05,9 March 2021 at 11:49:13,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
78,ark:/13030/m5v48b9q,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0080|~|84534|~|54414_ca_object_representations_media_56661_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,5136,3701,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/33782_ca_object_representations_media_56661_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/54414_ca_object_representations_media_56661_original.jpg,https://palarchive.org/index.php/Detail/objects/84534/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:05,9 March 2021 at 11:49:13,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
79,ark:/13030/m5fv633w,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0081|~|84535|~|93287_ca_object_representations_media_56662_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,3801,5155,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/34178_ca_object_representations_media_56662_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/93287_ca_object_representations_media_56662_original.jpg,https://palarchive.org/index.php/Detail/objects/84535/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:05,9 March 2021 at 11:49:13,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
80,ark:/13030/m5qc7kk0,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0082|~|84536|~|86762_ca_object_representations_media_56663_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,3567,5245,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/13944_ca_object_representations_media_56663_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/86762_ca_object_representations_media_56663_original.jpg,https://palarchive.org/index.php/Detail/objects/84536/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:05,9 March 2021 at 11:49:13,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
81,ark:/13030/m5b641t7,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0083|~|84537|~|96864_ca_object_representations_media_56665_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,3759,5222,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/49288_ca_object_representations_media_56665_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/96864_ca_object_representations_media_56665_original.jpg,https://palarchive.org/index.php/Detail/objects/84537/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:05,9 March 2021 at 11:49:12,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
82,ark:/13030/m5zw9314,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0084|~|84538|~|48386_ca_object_representations_media_56666_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,5328,3759,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/84532_ca_object_representations_media_56666_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/48386_ca_object_representations_media_56666_original.jpg,https://palarchive.org/index.php/Detail/objects/84538/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:06,9 March 2021 at 11:49:12,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
83,ark:/13030/m5xx21vf,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0085|~|84539|~|84890_ca_object_representations_media_56667_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,5209,3759,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/99744_ca_object_representations_media_56667_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/84890_ca_object_representations_media_56667_original.jpg,https://palarchive.org/index.php/Detail/objects/84539/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:06,9 March 2021 at 11:49:12,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
84,ark:/13030/m56f393x,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0086|~|84540|~|10669_ca_object_representations_media_56669_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,5113,3717,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/54635_ca_object_representations_media_56669_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/10669_ca_object_representations_media_56669_original.jpg,https://palarchive.org/index.php/Detail/objects/84540/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:06,9 March 2021 at 11:49:12,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
85,ark:/13030/m52p2jc6,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0087|~|84541|~|93006_ca_object_representations_media_56670_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6159,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/69961_ca_object_representations_media_56670_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/93006_ca_object_representations_media_56670_original.jpg,https://palarchive.org/index.php/Detail/objects/84541/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:06,9 March 2021 at 11:49:12,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
86,ark:/13030/m5t5195w,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0088|~|84542|~|43468_ca_object_representations_media_56671_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6159,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/98088_ca_object_representations_media_56671_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/43468_ca_object_representations_media_56671_original.jpg,https://palarchive.org/index.php/Detail/objects/84542/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:06,9 March 2021 at 11:49:12,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
87,ark:/13030/m5pd0jf5,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0089|~|84543|~|51734_ca_object_representations_media_56672_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6159,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/29246_ca_object_representations_media_56672_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/51734_ca_object_representations_media_56672_original.jpg,https://palarchive.org/index.php/Detail/objects/84543/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:06,9 March 2021 at 11:49:12,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
88,ark:/13030/m59670nd,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0090|~|84544|~|5517_ca_object_representations_media_56673_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6207,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/70875_ca_object_representations_media_56673_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/5517_ca_object_representations_media_56673_original.jpg,https://palarchive.org/index.php/Detail/objects/84544/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:06,9 March 2021 at 11:49:11,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
89,ark:/13030/m5dz7rcf,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0091|~|84545|~|16794_ca_object_representations_media_56674_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6207,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/74705_ca_object_representations_media_56674_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/16794_ca_object_representations_media_56674_original.jpg,https://palarchive.org/index.php/Detail/objects/84545/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:07,9 March 2021 at 11:49:11,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
90,ark:/13030/m51p5h7t,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0092|~|84546|~|97657_ca_object_representations_media_56675_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6207,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/72431_ca_object_representations_media_56675_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/97657_ca_object_representations_media_56675_original.jpg,https://palarchive.org/index.php/Detail/objects/84546/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:07,9 March 2021 at 11:49:11,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
91,ark:/13030/m55f67z4,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0093|~|84547|~|60597_ca_object_representations_media_56676_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6207,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/16346_ca_object_representations_media_56676_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/60597_ca_object_representations_media_56676_original.jpg,https://palarchive.org/index.php/Detail/objects/84547/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:07,9 March 2021 at 11:49:11,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
92,ark:/13030/m54f96tr,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0094|~|84548|~|27891_ca_object_representations_media_56677_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4396,6237,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/4467_ca_object_representations_media_56677_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/27891_ca_object_representations_media_56677_original.jpg,https://palarchive.org/index.php/Detail/objects/84548/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:07,9 March 2021 at 11:49:11,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
93,ark:/13030/m5s5482z,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0095|~|84549|~|48556_ca_object_representations_media_56678_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,6159,4408,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/82749_ca_object_representations_media_56678_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/48556_ca_object_representations_media_56678_original.jpg,https://palarchive.org/index.php/Detail/objects/84549/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:07,9 March 2021 at 11:49:11,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
94,ark:/13030/m50p8g3f,ark:/21198/z1kq3mqd,,Work,83.0,0083.01.0096|~|84550|~|35244_ca_object_representations_media_56679_original.jpg,The Layla Tarazi Collection,Layla Tarazi Sub-collection 1: Photographs,ليلى ترزي في زيارة لمصر في أوائل الستينيات,Layla Tarazi on a Trip to Egypt in the 60's,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.|~|صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.","Suhair Tarazi (Relative of the collection owner Layla Tarazi), interview with PMDA researcher Lama Ghosheh, October 2018, non-transcript, the Palestiniain Museum Digital Archive.",black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,"[26.820553,30.802498]",,,image/jpeg,4408,6207,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/4266_ca_object_representations_media_56679_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/5/6/6/35244_ca_object_representations_media_56679_original.jpg,https://palarchive.org/index.php/Detail/objects/84550/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,endangered; 227,,Layla Tarazi Sub-collection 1: Photographs | The Layla Tarazi Collection,2 January 2019 at 12:16:08,9 March 2021 at 11:49:11,"A black-and-white photograph of Layla Tarazi during her trip to Egypt, in the 60's.",صورة غير ملونة تظهر فيها ليلى ترزي خلال زيارتها لمصر في أوائل الستينيات.,black-and-white photographs,,,
