Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,Title,AltTitle.other,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title
ark:/21198/z1qg4cf4,,,Collection,,,,,Al-Kasaba Theatre and Cinematheque Collection,,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,
ark:/13030/m57b1mj0,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3501|~|169571|~|60298_ca_object_representations_media_122356_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4307,5776,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/7210_ca_object_representations_media_122356_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/60298_ca_object_representations_media_122356_original.jpg,https://palarchive.org/index.php/Detail/objects/169571/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:40,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m52c6dwp,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3502|~|169572|~|67110_ca_object_representations_media_122357_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4307,5776,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/29050_ca_object_representations_media_122357_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/67110_ca_object_representations_media_122357_original.jpg,https://palarchive.org/index.php/Detail/objects/169572/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:40,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5zt0cct,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3503|~|169573|~|39115_ca_object_representations_media_122358_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,3466,4840,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/53713_ca_object_representations_media_122358_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/39115_ca_object_representations_media_122358_original.jpg,https://palarchive.org/index.php/Detail/objects/169573/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:40,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5hx8vjw,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3504|~|169574|~|3064_ca_object_representations_media_122359_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,3466,4840,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/75387_ca_object_representations_media_122359_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/3064_ca_object_representations_media_122359_original.jpg,https://palarchive.org/index.php/Detail/objects/169574/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:40,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5d583sd,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3505|~|169575|~|32294_ca_object_representations_media_122360_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,3466,4840,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/2599_ca_object_representations_media_122360_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/32294_ca_object_representations_media_122360_original.jpg,https://palarchive.org/index.php/Detail/objects/169575/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:40,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5gz1td2,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3506|~|169576|~|87634_ca_object_representations_media_122361_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,3466,4840,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/51724_ca_object_representations_media_122361_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/87634_ca_object_representations_media_122361_original.jpg,https://palarchive.org/index.php/Detail/objects/169576/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:41,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m55504gk,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3507|~|169577|~|72166_ca_object_representations_media_122362_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4212,5671,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/96229_ca_object_representations_media_122362_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/72166_ca_object_representations_media_122362_original.jpg,https://palarchive.org/index.php/Detail/objects/169577/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:41,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5wm8w81,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3508|~|169578|~|99727_ca_object_representations_media_122363_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4212,5671,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/35387_ca_object_representations_media_122363_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/99727_ca_object_representations_media_122363_original.jpg,https://palarchive.org/index.php/Detail/objects/169578/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:41,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m52k3tpw,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3509|~|169579|~|45624_ca_object_representations_media_122364_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4212,5671,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/54653_ca_object_representations_media_122364_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/45624_ca_object_representations_media_122364_original.jpg,https://palarchive.org/index.php/Detail/objects/169579/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:41,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5c612qg,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3510|~|169580|~|72270_ca_object_representations_media_122365_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4212,5671,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/9258_ca_object_representations_media_122365_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/72270_ca_object_representations_media_122365_original.jpg,https://palarchive.org/index.php/Detail/objects/169580/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:41,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5rv84gs,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3511|~|169581|~|94410_ca_object_representations_media_122366_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4212,5671,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/74130_ca_object_representations_media_122366_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/94410_ca_object_representations_media_122366_original.jpg,https://palarchive.org/index.php/Detail/objects/169581/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:41,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
ark:/13030/m5xt3b8w,ark:/21198/z1qg4cf4,,Work,82.0,0082.01.3512|~|169582|~|4378_ca_object_representations_media_122367_original.jpg,Al-Kasaba Theatre and Cinematheque Collection,,"مسرحية السمكة الذهبية""، صورة من عرض مسرحي، مسرح القصبة، 1996""","""The Golden Fish"", a Photograph of a Theatrical Performance by al-Kasaba Theatre, 1996","A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.|~|صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.","Asad, Hamzah, ""The al-Kasaba Theatre and Cinematheque Collection,"" archival inventory, July 2018 the Palestinian Museum Digital Archive. ; George Ibrahim (General director of al-Kasaba Theatre and Cinematheque), partially recorded interview with PMDA researcher Hamzah Asad, 2019, non-transcript, the Palestinian Museum Digital Archive.",color photographs,ara,still image,1996; Date created,1996,,,Culture and Arts|~|Education and Extracurricular Activities|~|Diaspora and Emigration,,image/jpeg,4212,5671,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/86808_ca_object_representations_media_122367_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/2/3/4378_ca_object_representations_media_122367_original.jpg,https://palarchive.org/index.php/Detail/objects/169582/lang/en_US,The Palestinian Museum ,info@palarchive.org,loan,good; 224,No,Al-Kasaba Theatre and Cinematheque Collection,12 September 2019 at 15:40:41,21 November 2020 at 10:34:03,"A photograph of al-Kasaba Theatre and Cinematheque's ""The Golden Fish"" puppet show in 1996. Adapted by al-Kasaba and directed by George Ibrahim, the play featured a cast of Palestinian actors, including Husam abu-ʿEisha and Georgina Aṣfur.","صورة من عرض مسرحية ""السمكة الذهبية""، وهي عمل مسرحي للأطفال من إنتاج وتأليف مسرح وسينماتك القصبة وإخراج جورج إبراهيم ومثله كل من حسام أبو عيشة وجورجينا عصفور.",color photographs,,,
